restaurant_name,address,rating,review_count,reslatitude,reslongitude,bikeStationAddress
Purple Penguin Cafe,889 Queen Street E,4.0,76,43.66033,-79.34219,Jimmie Simpson Park (Queen St E)
Leslieville Pumps,913 Queen Street E,4.0,118,43.660616433760254,-79.34148396015718,Jimmie Simpson Park (Queen St E)
Eastside Social,1008 Queen Street E,4.5,79,43.661432,-79.339113,Jimmie Simpson Park (Queen St E)
EAT BKK Thai Kitchen,898 Queen Street E,4.0,71,43.6605957,-79.3429889,Jimmie Simpson Park (Queen St E)
Que Ling Restaurant,248 Boulton Avenue,4.0,86,43.6658199,-79.34941,Jimmie Simpson Park (Queen St E)
Ascari,1111 Queen Street E,4.0,127,43.6619301,-79.3353424,Jimmie Simpson Park (Queen St E)
Barrio Cerveceria,884 Queen Street E,3.0,183,43.66043558341291,-79.34345364309735,Jimmie Simpson Park (Queen St E)
Mi Mi Restaurant,688 Gerrard Street E,4.0,135,43.66637,-79.34911,Jimmie Simpson Park (Queen St E)
Reliable Fish & Chips,954 Queen Street E,4.0,59,43.660992197886976,-79.3410002,Jimmie Simpson Park (Queen St E)
Souk Tabule,494 Front Street E,4.5,120,43.653832,-79.354442,Jimmie Simpson Park (Queen St E)
La Carnita,780 Queen Street E,3.5,129,43.6596718,-79.3473892,Jimmie Simpson Park (Queen St E)
Pizza-Pide,949 Gerrard Street E,4.5,96,43.668018539213,-79.340488604146,Jimmie Simpson Park (Queen St E)
Pearl Diver,100 Adelaide Street E,4.0,615,43.65163,-79.37375,Queen St E / Sackville St
Mengrai Thai,82 Ontario Street,4.0,297,43.6541,-79.366917,Queen St E / Sackville St
Mystic Muffin,113 Jarvis Street,4.5,287,43.652457948594,-79.372548881465,Queen St E / Sackville St
El Catrin Destileria,18 Tank House Lane,3.5,1008,43.65052,-79.35883,Queen St E / Sackville St
Cluck Clucks,222 The Esplanade,4.5,285,43.6497687124273,-79.3660896960711,Queen St E / Sackville St
Cluny Bistro & Boulangerie,35 Tank House Lane,3.5,630,43.6505879,-79.3578962,Queen St E / Sackville St
Lady Marmalade,265 Broadview Avenue,4.0,618,43.66319,-79.35134,Queen St E / Sackville St
Mangia & Bevi,260 King Street E,4.0,236,43.6522238965965,-79.366307258606,Queen St E / Sackville St
Souk Tabule,494 Front Street E,4.5,120,43.653832,-79.354442,Queen St E / Sackville St
The House On Parliament,454 Parliament Street,4.0,315,43.66359,-79.36794,Queen St E / Sackville St
White Lily Diner,678 Queen Street E,4.5,136,43.65881,-79.3511599,Queen St E / Sackville St
Rooster Coffee House,343 King Street E,4.5,111,43.6517878,-79.3654866,Queen St E / Sackville St
Zakkushi On Carlton,193 Carlton Street,4.0,320,43.66343,-79.37062,Queen St E / Sackville St
Le Petit Déjeuner,191 King Street E,3.5,378,43.65061,-79.37023,Queen St E / Sackville St
Figs Breakfast & Lunch,344 Queen Street E,3.5,140,43.6558148000132,-79.3647133558989,Queen St E / Sackville St
Cacao 70,28 Gristmill Lane,3.5,205,43.6502371,-79.3612935,Queen St E / Sackville St
Cafe Oro Di Napoli,75 Jarvis Street,4.5,82,43.6514257145518,-79.3721591972351,Queen St E / Sackville St
Gusto 501,501 King Street E,4.0,55,43.65464,-79.3595,Queen St E / Sackville St
Bolet's Burrito,134 Lower Sherbourne,4.0,118,43.65004,-79.36793,Queen St E / Sackville St
Madrina Bar y Tapas,2 Trinity Street,4.0,125,43.64971833602106,-79.35967868465576,Queen St E / Sackville St
El Catrin Destileria,18 Tank House Lane,3.5,1008,43.65052,-79.35883,Mill St / Tannery Rd
Cluny Bistro & Boulangerie,35 Tank House Lane,3.5,630,43.6505879,-79.3578962,Mill St / Tannery Rd
Souk Tabule,494 Front Street E,4.5,120,43.653832,-79.354442,Mill St / Tannery Rd
Cluck Clucks,222 The Esplanade,4.5,285,43.6497687124273,-79.3660896960711,Mill St / Tannery Rd
White Lily Diner,678 Queen Street E,4.5,136,43.65881,-79.3511599,Mill St / Tannery Rd
Cacao 70,28 Gristmill Lane,3.5,205,43.6502371,-79.3612935,Mill St / Tannery Rd
Madrina Bar y Tapas,2 Trinity Street,4.0,125,43.64971833602106,-79.35967868465576,Mill St / Tannery Rd
Mangia & Bevi,260 King Street E,4.0,236,43.6522238965965,-79.366307258606,Mill St / Tannery Rd
Pure Spirits,17 Tank House Lane,3.0,278,43.650404,-79.358722,Mill St / Tannery Rd
Cherry Street Bar-B-Que,275 Cherry Street,4.0,191,43.6456,-79.35229,Mill St / Tannery Rd
Tabule Middle Eastern Cuisine,810 Queen Street  E,4.0,196,43.659652,-79.346481,Mill St / Tannery Rd
Rooster Coffee House,343 King Street E,4.5,111,43.6517878,-79.3654866,Mill St / Tannery Rd
Bonjour Brioche,812 Queen Street E,3.5,303,43.65985,-79.34627,Mill St / Tannery Rd
Gusto 501,501 King Street E,4.0,55,43.65464,-79.3595,Mill St / Tannery Rd
The Comrade,758 Queen Street E,4.0,83,43.659392263038,-79.347948327349,Mill St / Tannery Rd
Impact Kitchen,573 King Street E,3.5,144,43.65620998282847,-79.35700120705611,Mill St / Tannery Rd
Mill Street Beer Hall,21 Tank House Lane,3.0,180,43.6504424511321,-79.3584427521102,Mill St / Tannery Rd
Figs Breakfast & Lunch,344 Queen Street E,3.5,140,43.6558148000132,-79.3647133558989,Mill St / Tannery Rd
Keating Channel Pub & Grill,2 Villiers St,4.0,43,43.64763,-79.35337,Mill St / Tannery Rd
La Carnita,780 Queen Street E,3.5,129,43.6596718,-79.3473892,Mill St / Tannery Rd
El Catrin Destileria,18 Tank House Lane,3.5,1008,43.65052,-79.35883,Cherry St / Distillery Ln
Cluny Bistro & Boulangerie,35 Tank House Lane,3.5,630,43.6505879,-79.3578962,Cherry St / Distillery Ln
Cluck Clucks,222 The Esplanade,4.5,285,43.6497687124273,-79.3660896960711,Cherry St / Distillery Ln
Souk Tabule,494 Front Street E,4.5,120,43.653832,-79.354442,Cherry St / Distillery Ln
Cacao 70,28 Gristmill Lane,3.5,205,43.6502371,-79.3612935,Cherry St / Distillery Ln
Madrina Bar y Tapas,2 Trinity Street,4.0,125,43.64971833602106,-79.35967868465576,Cherry St / Distillery Ln
Mengrai Thai,82 Ontario Street,4.0,297,43.6541,-79.366917,Cherry St / Distillery Ln
Pure Spirits,17 Tank House Lane,3.0,278,43.650404,-79.358722,Cherry St / Distillery Ln
Mangia & Bevi,260 King Street E,4.0,236,43.6522238965965,-79.366307258606,Cherry St / Distillery Ln
Cherry Street Bar-B-Que,275 Cherry Street,4.0,191,43.6456,-79.35229,Cherry St / Distillery Ln
Rooster Coffee House,343 King Street E,4.5,111,43.6517878,-79.3654866,Cherry St / Distillery Ln
White Lily Diner,678 Queen Street E,4.5,136,43.65881,-79.3511599,Cherry St / Distillery Ln
Bolet's Burrito,134 Lower Sherbourne,4.0,118,43.65004,-79.36793,Cherry St / Distillery Ln
Mill Street Beer Hall,21 Tank House Lane,3.0,180,43.6504424511321,-79.3584427521102,Cherry St / Distillery Ln
Gusto 501,501 King Street E,4.0,55,43.65464,-79.3595,Cherry St / Distillery Ln
Betty's,240 King Street E,3.5,137,43.6515772695245,-79.3674376043404,Cherry St / Distillery Ln
Figs Breakfast & Lunch,344 Queen Street E,3.5,140,43.6558148000132,-79.3647133558989,Cherry St / Distillery Ln
BOKU,42 Gristmill Lane,3.5,69,43.65006,-79.36022,Cherry St / Distillery Ln
Impact Kitchen,573 King Street E,3.5,144,43.65620998282847,-79.35700120705611,Cherry St / Distillery Ln
Archeo,31 Trinity Street,3.0,81,43.6506799168741,-79.3595404809133,Cherry St / Distillery Ln
El Catrin Destileria,18 Tank House Lane,3.5,1008,43.65052,-79.35883,Front St E / Cherry St
Cluny Bistro & Boulangerie,35 Tank House Lane,3.5,630,43.6505879,-79.3578962,Front St E / Cherry St
Cluck Clucks,222 The Esplanade,4.5,285,43.6497687124273,-79.3660896960711,Front St E / Cherry St
Souk Tabule,494 Front Street E,4.5,120,43.653832,-79.354442,Front St E / Cherry St
Mengrai Thai,82 Ontario Street,4.0,297,43.6541,-79.366917,Front St E / Cherry St
Mangia & Bevi,260 King Street E,4.0,236,43.6522238965965,-79.366307258606,Front St E / Cherry St
Cacao 70,28 Gristmill Lane,3.5,205,43.6502371,-79.3612935,Front St E / Cherry St
White Lily Diner,678 Queen Street E,4.5,136,43.65881,-79.3511599,Front St E / Cherry St
Rooster Coffee House,343 King Street E,4.5,111,43.6517878,-79.3654866,Front St E / Cherry St
Madrina Bar y Tapas,2 Trinity Street,4.0,125,43.64971833602106,-79.35967868465576,Front St E / Cherry St
Pure Spirits,17 Tank House Lane,3.0,278,43.650404,-79.358722,Front St E / Cherry St
Le Petit Déjeuner,191 King Street E,3.5,378,43.65061,-79.37023,Front St E / Cherry St
Gusto 501,501 King Street E,4.0,55,43.65464,-79.3595,Front St E / Cherry St
Bolet's Burrito,134 Lower Sherbourne,4.0,118,43.65004,-79.36793,Front St E / Cherry St
Cherry Street Bar-B-Que,275 Cherry Street,4.0,191,43.6456,-79.35229,Front St E / Cherry St
Tabule Middle Eastern Cuisine,810 Queen Street  E,4.0,196,43.659652,-79.346481,Front St E / Cherry St
Fusaro's,294 Richmond Street East,4.0,91,43.65341,-79.36956,Front St E / Cherry St
Figs Breakfast & Lunch,344 Queen Street E,3.5,140,43.6558148000132,-79.3647133558989,Front St E / Cherry St
Mill Street Beer Hall,21 Tank House Lane,3.0,180,43.6504424511321,-79.3584427521102,Front St E / Cherry St
Impact Kitchen,573 King Street E,3.5,144,43.65620998282847,-79.35700120705611,Front St E / Cherry St
Pai Northern Thai Kitchen,18 Duncan Street,4.5,3298,43.64784,-79.38872,Queen St W / Spadina Ave
Banh Mi Boys,392 Queen Street W,4.5,1219,43.64884,-79.39695,Queen St W / Spadina Ave
Khao San Road,11 Charlotte Street,4.0,1670,43.646412027881496,-79.39361985450327,Queen St W / Spadina Ave
Seven Lives Tacos y Mariscos,72 Kensington Avenue,4.5,1446,43.6544903,-79.4008299,Queen St W / Spadina Ave
Alo Restaurant,163 Spadina Avenue,4.5,322,43.64851,-79.39584,Queen St W / Spadina Ave
Byblos,11 Duncan Street,4.5,883,43.647546,-79.388123,Queen St W / Spadina Ave
Jacobs & Co. Steakhouse,12 Brant Street,4.5,596,43.64539876116,-79.3980279011192,Queen St W / Spadina Ave
Aloette,163 Spadina Avenue,4.5,275,43.64855831176563,-79.395963,Queen St W / Spadina Ave
Juicy Dumpling,280 Spadina Ave,4.5,579,43.65252,-79.39854,Queen St W / Spadina Ave
Gusto 101,101 Portland Street,4.0,1087,43.645002131066,-79.400309337027,Queen St W / Spadina Ave
Ravi Soups,322 Adelaide Street W,4.5,362,43.6477,-79.39201,Queen St W / Spadina Ave
Saku Sushi,478 Queen Street W,4.0,525,43.6482,-79.4003,Queen St W / Spadina Ave
JaBistro,222 Richmond Street W,4.0,575,43.64989,-79.38821,Queen St W / Spadina Ave
Wilbur Mexicana,552 King Street W,4.0,603,43.64494,-79.39866,Queen St W / Spadina Ave
The Haam,342 Adelaide St W,4.0,298,43.64743,-79.39308,Queen St W / Spadina Ave
Wvrst,609 King Street W,4.0,824,43.64418555054,-79.401014855291,Queen St W / Spadina Ave
Lee Restaurant,601 King Street W,4.0,696,43.644144,-79.400384,Queen St W / Spadina Ave
Fresh on Spadina,147 Spadina Avenue,4.0,428,43.64808,-79.39556,Queen St W / Spadina Ave
Patria,480 King Street W,4.0,531,43.6455399,-79.39641,Queen St W / Spadina Ave
Ikkousha Ramen,249 Queen Street W,4.5,278,43.65024,-79.38873,Queen St W / Spadina Ave
Miku,105-10 Bay Street,4.0,867,43.6412346,-79.3773697,Yonge St / Harbour St
Richmond Station,1 Richmond Street W,4.5,857,43.6513729,-79.379285,Yonge St / Harbour St
Canoe,66 Wellington Street  W,4.0,730,43.646954,-79.382159,Yonge St / Harbour St
Pearl Diver,100 Adelaide Street E,4.0,615,43.65163,-79.37375,Yonge St / Harbour St
Beerbistro,18 King Street E,4.0,679,43.649467134996364,-79.3771696548727,Yonge St / Harbour St
Cafe Landwer - Adelaide & University,165 University Avenue,4.0,463,43.64875,-79.38491,Yonge St / Harbour St
Mystic Muffin,113 Jarvis Street,4.5,287,43.652457948594,-79.372548881465,Yonge St / Harbour St
360 Restaurant,CN Tower,3.5,953,43.642768093479,-79.3870997428894,Yonge St / Harbour St
Cactus Club Cafe,77 Adelaide Street W,4.0,574,43.64950420768667,-79.38251803088575,Yonge St / Harbour St
Real Sports,15 York Street,3.5,505,43.64324,-79.379405,Yonge St / Harbour St
Sukho Thai,52 Wellington Street E,3.5,541,43.6485607,-79.3745641,Yonge St / Harbour St
King Taps,100 King Street W,4.0,378,43.6486379269,-79.3817439,Yonge St / Harbour St
Harbour 60,60 Harbour Street,3.5,275,43.642105,-79.378455,Yonge St / Harbour St
The Poke Box,36 Toronto Street,4.5,175,43.6505,-79.37657,Yonge St / Harbour St
Cluck Clucks,222 The Esplanade,4.5,285,43.6497687124273,-79.3660896960711,Yonge St / Harbour St
Evviva Breakfast & Lunch,25 Lower Simcoe,4.0,345,43.641602,-79.383301,Yonge St / Harbour St
The Keg Steakhouse + Bar - Esplanade,26 The Esplanade,4.0,140,43.64677055042841,-79.37472901368122,Yonge St / Harbour St
Tachi,111 Richmond Street W,4.5,172,43.6502911,-79.3839517,Yonge St / Harbour St
C'est What,67 Front Street E,3.5,346,43.64839,-79.37334,Yonge St / Harbour St
The Keg Steakhouse + Bar - York Street,165 York Street,4.0,295,43.650011481693866,-79.38395891300931,Yonge St / Harbour St
Seven Lives Tacos y Mariscos,72 Kensington Avenue,4.5,1446,43.6544903,-79.4008299,Willcocks St / St. George St
Yasu,81 Harbord Street,4.5,412,43.66269,-79.40314,Willcocks St / St. George St
Ramen Isshin,421 College Street,4.5,781,43.65634,-79.40689,Willcocks St / St. George St
Rasa,196 Robert Street,4.5,313,43.6627752,-79.4039682,Willcocks St / St. George St
Her Father's Cider Bar & Kitchen,119 Harbord Street,4.5,183,43.66232,-79.40453,Willcocks St / St. George St
Sansotei Ramen,179 Dundas Street W,4.0,925,43.655,-79.38643,Willcocks St / St. George St
Gyubee Japanese Grill - Bloor,335 Bloor Street W,4.0,296,43.66716,-79.40047,Willcocks St / St. George St
Fresco's Fish & Chips,201 Augusta Avenue,4.5,380,43.6538341,-79.4015484,Willcocks St / St. George St
Almond Butterfly Harbord Bakeshop & Cafe,100 Harbord Street,4.5,178,43.6629326,-79.4033968,Willcocks St / St. George St
Millie Creperie,161 Baldwin Street,4.0,367,43.6549488110679,-79.3996712565422,Willcocks St / St. George St
Rasta Pasta,61 Kensington Avenue,4.0,362,43.6542328627147,-79.4004420356637,Willcocks St / St. George St
Saigon Lotus,6 St Andrew Street,4.5,206,43.65449,-79.39928,Willcocks St / St. George St
Manpuku Japanese Eatery,105 McCaul Street,4.0,509,43.65406,-79.39101,Willcocks St / St. George St
Koh Lipe,35 Baldwin Street,4.0,232,43.65586,-79.39347,Willcocks St / St. George St
Dumpling House Restaurant,328 Spadina Avenue,3.5,618,43.65378,-79.3987,Willcocks St / St. George St
The Burgernator,269 Augusta Avenue,4.0,364,43.6556342,-79.4024449,Willcocks St / St. George St
Piano Piano,88 Harbord St,3.5,291,43.66299,-79.40289,Willcocks St / St. George St
Fuwa Fuwa Japanese Pancakes,408 Bloor Street W,4.0,392,43.6659512785201,-79.4078764691949,Willcocks St / St. George St
Swatow Restaurant,309 Spadina Avenue,4.0,439,43.65386120961627,-79.3980811441803,Willcocks St / St. George St
Yummy Yummy Dumplings,79 Huron Street,4.0,295,43.6537999,-79.39598,Willcocks St / St. George St
The House On Parliament,454 Parliament Street,4.0,315,43.66359,-79.36794,Dundas St E / Parliament St
Pearl Diver,100 Adelaide Street E,4.0,615,43.65163,-79.37375,Dundas St E / Parliament St
Hokkaido Ramen Santouka,91 Dundas Street E,4.0,881,43.656321731393,-79.377499580039,Dundas St E / Parliament St
Mystic Muffin,113 Jarvis Street,4.5,287,43.652457948594,-79.372548881465,Dundas St E / Parliament St
Zakkushi On Carlton,193 Carlton Street,4.0,320,43.66343,-79.37062,Dundas St E / Parliament St
Mengrai Thai,82 Ontario Street,4.0,297,43.6541,-79.366917,Dundas St E / Parliament St
George Restaurant,111 Queen Street E,4.5,291,43.65337263523713,-79.37432933100068,Dundas St E / Parliament St
El Nahual Tacos,556 parliament st,4.5,146,43.666945,-79.36922000060865,Dundas St E / Parliament St
The Carbon Bar,99 Queen Street East,4.0,405,43.6531872633836,-79.3747868765724,Dundas St E / Parliament St
The Keg Steakhouse + Bar,515 Jarvis Street,4.0,359,43.6668345,-79.3779253,Dundas St E / Parliament St
Egg Club,88 Dundas Street E,4.5,115,43.65655,-79.37793,Dundas St E / Parliament St
Mangia & Bevi,260 King Street E,4.0,236,43.6522238965965,-79.366307258606,Dundas St E / Parliament St
Cluny Bistro & Boulangerie,35 Tank House Lane,3.5,630,43.6505879,-79.3578962,Dundas St E / Parliament St
J San Sushi Bar,186 Jarvis Street,4.5,74,43.6561276,-79.3745768,Dundas St E / Parliament St
Rooster Coffee House,343 King Street E,4.5,111,43.6517878,-79.3654866,Dundas St E / Parliament St
Terroni,57A Adelaide Street E,3.5,761,43.6508,-79.3756,Dundas St E / Parliament St
Cafe Oro Di Napoli,75 Jarvis Street,4.5,82,43.6514257145518,-79.3721591972351,Dundas St E / Parliament St
Le Petit Déjeuner,191 King Street E,3.5,378,43.65061,-79.37023,Dundas St E / Parliament St
Saigon PAI,446 Parliament Street,4.5,50,43.663435,-79.367799,Dundas St E / Parliament St
Gyu-Kaku Japanese BBQ,81 Church Street,4.0,201,43.6515,-79.37482,Dundas St E / Parliament St
Cluck Clucks,222 The Esplanade,4.5,285,43.6497687124273,-79.3660896960711,51 Parliament St
El Catrin Destileria,18 Tank House Lane,3.5,1008,43.65052,-79.35883,51 Parliament St
Pearl Diver,100 Adelaide Street E,4.0,615,43.65163,-79.37375,51 Parliament St
Cluny Bistro & Boulangerie,35 Tank House Lane,3.5,630,43.6505879,-79.3578962,51 Parliament St
Mystic Muffin,113 Jarvis Street,4.5,287,43.652457948594,-79.372548881465,51 Parliament St
Mengrai Thai,82 Ontario Street,4.0,297,43.6541,-79.366917,51 Parliament St
Mangia & Bevi,260 King Street E,4.0,236,43.6522238965965,-79.366307258606,51 Parliament St
Rooster Coffee House,343 King Street E,4.5,111,43.6517878,-79.3654866,51 Parliament St
George Restaurant,111 Queen Street E,4.5,291,43.65337263523713,-79.37432933100068,51 Parliament St
Cacao 70,28 Gristmill Lane,3.5,205,43.6502371,-79.3612935,51 Parliament St
Souk Tabule,494 Front Street E,4.5,120,43.653832,-79.354442,51 Parliament St
Le Petit Déjeuner,191 King Street E,3.5,378,43.65061,-79.37023,51 Parliament St
Madrina Bar y Tapas,2 Trinity Street,4.0,125,43.64971833602106,-79.35967868465576,51 Parliament St
Bolet's Burrito,134 Lower Sherbourne,4.0,118,43.65004,-79.36793,51 Parliament St
Cafe Oro Di Napoli,75 Jarvis Street,4.5,82,43.6514257145518,-79.3721591972351,51 Parliament St
Pure Spirits,17 Tank House Lane,3.0,278,43.650404,-79.358722,51 Parliament St
Sukho Thai,52 Wellington Street E,3.5,541,43.6485607,-79.3745641,51 Parliament St
Buster's Sea Cove,93 Front Street E,3.5,337,43.649687,-79.371958,51 Parliament St
White Lily Diner,678 Queen Street E,4.5,136,43.65881,-79.3511599,51 Parliament St
Carousel Bakery,St. Lawrence Market,3.5,230,43.6488466756853,-79.3718121074563,51 Parliament St
Yasu,81 Harbord Street,4.5,412,43.66269,-79.40314,Queen's Park / Bloor St W
PLANTA,1221 Bay Street,4.0,483,43.6702150961667,-79.3894335574237,Queen's Park / Bloor St W
Sassafraz,100 Cumberland Street,3.5,399,43.6702957,-79.3910686,Queen's Park / Bloor St W
Gyubee Japanese Grill - Bloor,335 Bloor Street W,4.0,296,43.66716,-79.40047,Queen's Park / Bloor St W
Wow Sushi,11 Charles Street,4.0,420,43.6685157490107,-79.3868207931519,Queen's Park / Bloor St W
Trattoria Nervosa,75 Yorkville Avenue,4.0,381,43.67101,-79.39104,Queen's Park / Bloor St W
Rasa,196 Robert Street,4.5,313,43.6627752,-79.4039682,Queen's Park / Bloor St W
Black Camel,4 Crescent Road,4.5,377,43.677122232751,-79.389209714264,Queen's Park / Bloor St W
Okonomi House Restaurant,23 Charles Street W,4.0,305,43.668311069021,-79.387133746804,Queen's Park / Bloor St W
Riddle Room,579 Yonge Street,4.5,185,43.6657555,-79.3847049,Queen's Park / Bloor St W
Her Father's Cider Bar & Kitchen,119 Harbord Street,4.5,183,43.66232,-79.40453,Queen's Park / Bloor St W
Fieramosca,36A Prince Arthur Avenue,4.5,109,43.66963,-79.39719,Queen's Park / Bloor St W
Playa Cabana,111 Dupont Street,4.0,466,43.6759577692695,-79.4011840224266,Queen's Park / Bloor St W
Joso's,202 Davenport Road,4.5,164,43.6751099,-79.39607,Queen's Park / Bloor St W
Morton's The Steakhouse,4 Avenue Road,4.0,143,43.66926693897807,-79.39504163699857,Queen's Park / Bloor St W
The Oxley,121 Yorkville Avenue,4.0,164,43.6707168,-79.393126,Queen's Park / Bloor St W
Dimmi Bar & Trattoria,140 Cumberland St,3.5,214,43.67017,-79.3927,Queen's Park / Bloor St W
Salad Days,Cumberland Terrace,4.5,124,43.6704,-79.38719,Queen's Park / Bloor St W
Blu Ristorante,90 Avenue Road,4.0,167,43.67237,-79.39586,Queen's Park / Bloor St W
Utsav,69 Yorkville Ave,4.0,132,43.67094,-79.39086,Queen's Park / Bloor St W
Pai Northern Thai Kitchen,18 Duncan Street,4.5,3298,43.64784,-79.38872,Fort York Blvd / Bathurst St SMART
Jacobs & Co. Steakhouse,12 Brant Street,4.5,596,43.64539876116,-79.3980279011192,Fort York Blvd / Bathurst St SMART
Gusto 101,101 Portland Street,4.0,1087,43.645002131066,-79.400309337027,Fort York Blvd / Bathurst St SMART
Wvrst,609 King Street W,4.0,824,43.64418555054,-79.401014855291,Fort York Blvd / Bathurst St SMART
Lee Restaurant,601 King Street W,4.0,696,43.644144,-79.400384,Fort York Blvd / Bathurst St SMART
Khao San Road,11 Charlotte Street,4.0,1670,43.646412027881496,-79.39361985450327,Fort York Blvd / Bathurst St SMART
Wilbur Mexicana,552 King Street W,4.0,603,43.64494,-79.39866,Fort York Blvd / Bathurst St SMART
Byblos,11 Duncan Street,4.5,883,43.647546,-79.388123,Fort York Blvd / Bathurst St SMART
Mira,420A Wellington Street W,4.5,252,43.64417,-79.39639,Fort York Blvd / Bathurst St SMART
Rodney's Oyster House,469 King Street W,4.0,427,43.644948,-79.396846,Fort York Blvd / Bathurst St SMART
Le Sélect Bistro,432 Wellington Street W,4.0,449,43.643905577145816,-79.39685231028895,Fort York Blvd / Bathurst St SMART
Patria,480 King Street W,4.0,531,43.6455399,-79.39641,Fort York Blvd / Bathurst St SMART
Buca,604 King Street W,4.0,447,43.64462,-79.40045,Fort York Blvd / Bathurst St SMART
Beast Bodega,96 Tecumseth Street,4.0,413,43.64408,-79.40578,Fort York Blvd / Bathurst St SMART
Chubby's Jamaican Kitchen,104 Portland Street,4.0,305,43.64532,-79.40066,Fort York Blvd / Bathurst St SMART
Sansotei Ramen,115 Fort York Boulevard,4.0,93,43.63905,-79.3982599,Fort York Blvd / Bathurst St SMART
Ravi Soups,322 Adelaide Street W,4.5,362,43.6477,-79.39201,Fort York Blvd / Bathurst St SMART
Strange Love,101 Spadina Avenue,4.5,198,43.6463302208773,-79.395091128185,Fort York Blvd / Bathurst St SMART
The Haam,342 Adelaide St W,4.0,298,43.64743,-79.39308,Fort York Blvd / Bathurst St SMART
Marben,488 Wellington Street W,3.5,288,43.643626,-79.398355,Fort York Blvd / Bathurst St SMART
Mildred's Temple Kitchen,85 Hanna Avenue,4.0,983,43.6399108749312,-79.4204235076904,Alma Ave / Gladstone Ave SMART
Antler Kitchen & Bar,1454 Dundas Street West,4.5,282,43.64985,-79.43059,Alma Ave / Gladstone Ave SMART
Nuit Social,1168 Queen Street W,4.5,212,43.64303,-79.42542,Alma Ave / Gladstone Ave SMART
Pizzeria Libretto,221 Ossington Avenue,4.0,565,43.64898,-79.42021,Alma Ave / Gladstone Ave SMART
Enoteca Sociale,1288 Dundas St W,4.0,318,43.6496799,-79.42567,Alma Ave / Gladstone Ave SMART
Bellwoods Brewery,124-126 Ossington Avenue,4.0,348,43.64713,-79.42015,Alma Ave / Gladstone Ave SMART
Levetto,68 Sudbury Street,4.0,243,43.64152,-79.4221,Alma Ave / Gladstone Ave SMART
Hanmoto,2 Lakeview Avenue,4.0,224,43.64962095248675,-79.42305491320673,Alma Ave / Gladstone Ave SMART
Chen Chen’s Nashville Hot Chicken,1184 Queen Street W,4.5,61,43.6429634,-79.4257733,Alma Ave / Gladstone Ave SMART
Good Fork,1550 Dundas Street W,4.0,379,43.6499162,-79.4335594,Alma Ave / Gladstone Ave SMART
Pho Tien Thanh,57 Ossington Avenue,4.0,436,43.6455399,-79.41896,Alma Ave / Gladstone Ave SMART
Loga's Corner,216C Close Avenue,4.5,163,43.64053,-79.43597,Alma Ave / Gladstone Ave SMART
Otto's Bierhalle,1087 Queen Street W,4.0,180,43.64335,-79.42202,Alma Ave / Gladstone Ave SMART
Guu Izakaya Toronto,1314 Queen Street W,4.0,149,43.6418673011168,-79.4310904074585,Alma Ave / Gladstone Ave SMART
La Cubana,92 Ossington Avenue,4.0,225,43.6462083,-79.419674,Alma Ave / Gladstone Ave SMART
Le Baratin,1600 Dundas Street. W,4.5,126,43.65007,-79.4351,Alma Ave / Gladstone Ave SMART
Union,72A Ossington Avenue,4.0,236,43.64577,-79.41974,Alma Ave / Gladstone Ave SMART
Tibet Kitchen,1544 Queen Street W,4.5,249,43.640095,-79.439659,Alma Ave / Gladstone Ave SMART
Oddseoul,90 Ossington Avenue,4.0,325,43.64617546167321,-79.41973480556406,Alma Ave / Gladstone Ave SMART
Lao Thai Restaurant,4 Gladstone Avenue,4.5,85,43.6426406,-79.4273649,Alma Ave / Gladstone Ave SMART
Ramen Isshin,421 College Street,4.5,781,43.65634,-79.40689,College St / Markham St
Seven Lives Tacos y Mariscos,72 Kensington Avenue,4.5,1446,43.6544903,-79.4008299,College St / Markham St
DaiLo,503 College Street,4.0,308,43.65574,-79.4098,College St / Markham St
Bar Raval,505 College Street,4.0,313,43.6558432,-79.4099433,College St / Markham St
La Carnita,501 College Street,3.5,537,43.656012010874,-79.4096839427948,College St / Markham St
Yasu,81 Harbord Street,4.5,412,43.66269,-79.40314,College St / Markham St
Fresco's Fish & Chips,201 Augusta Avenue,4.5,380,43.6538341,-79.4015484,College St / Markham St
Banh Mi Boys,392 Queen Street W,4.5,1219,43.64884,-79.39695,College St / Markham St
Sneaky Dee's,431 College Street,3.5,463,43.6562399,-79.4074,College St / Markham St
Juicy Dumpling,280 Spadina Ave,4.5,579,43.65252,-79.39854,College St / Markham St
Rasa,196 Robert Street,4.5,313,43.6627752,-79.4039682,College St / Markham St
Her Father's Cider Bar & Kitchen,119 Harbord Street,4.5,183,43.66232,-79.40453,College St / Markham St
Rasta Pasta,61 Kensington Avenue,4.0,362,43.6542328627147,-79.4004420356637,College St / Markham St
Bar Isabel,797 College Street,4.0,453,43.654631,-79.4207738,College St / Markham St
PG Clucks,610 College Street,4.0,192,43.65532,-79.41456,College St / Markham St
Imm Thai Kitchen,651 College Street,4.5,145,43.65484,-79.41598,College St / Markham St
Millie Creperie,161 Baldwin Street,4.0,367,43.6549488110679,-79.3996712565422,College St / Markham St
The Burgernator,269 Augusta Avenue,4.0,364,43.6556342,-79.4024449,College St / Markham St
KINKA IZAKAYA ANNEX,559 Bloor St W,4.0,497,43.665157,-79.410658,College St / Markham St
