restaurant_name,address,rating,review_count,reslatitude,reslongitude,bikeStationAddress
Rio 40 Restaurant,1256 Saint Clair Avenue West,4.0,62,43.67747,-79.44643,200 Rogers Rd
Sushi California,1238 Saint Clair Avenue W,3.5,95,43.6776399,-79.44563,200 Rogers Rd
Frank’s Pizza House,1352 St Clair Avenue W,3.5,98,43.67686,-79.44926,200 Rogers Rd
Pizza e Pazzi,1182 St Clair Avenue W,4.0,86,43.678,-79.443872,200 Rogers Rd
Sunnyside Grill,1218 Saint Clair Avenue W,3.5,56,43.67783,-79.44466,200 Rogers Rd
La Bruschetta Restaurant,1317 St Clair Avenue West,4.0,38,43.67642,-79.4487599,200 Rogers Rd
Dairy Freeze,1601 St Clair Avenue W,3.0,72,43.6751174,-79.4548844,200 Rogers Rd
Rebozos,126 Rogers Road,3.0,39,43.684849731906,-79.4490480422974,200 Rogers Rd
Kaito Sushi,1211 St Clair Ave W,4.0,30,43.67737,-79.44452,200 Rogers Rd
Rui's  BBQ,450 Rogers Road,4.0,16,43.6826,-79.46472,200 Rogers Rd
Huong Viet,1750 Saint Clair Avenue W,4.5,14,43.6743,-79.4606699,200 Rogers Rd
El Sazón Mexicano,1284 St Clair Avenue W,4.5,9,43.6770608350774,-79.4477873673694,200 Rogers Rd
La Morena,1175A St Clair Avenue W,5.0,8,43.6777196804444,-79.4434311613441,200 Rogers Rd
Sidewalk,1654 St Clair Avenue W,5.0,5,43.6748755219412,-79.4576579332352,200 Rogers Rd
El Rancherito,1662 Street Clair Avenue W,3.5,17,43.6748467,-79.4578909,200 Rogers Rd
Doce Minho Pastry and Bakery,2189 Dufferin St,3.0,27,43.6903053,-79.4478431,200 Rogers Rd
Samba Brazil Eatery,1646 St Clair Avenue W,4.0,8,43.67498,-79.45728,200 Rogers Rd
Zuki Japanese Restaurant,2030 Eglinton Avenue W,4.5,71,43.6946297,-79.4561386,1963 Eglinton Ave W
Mercado Negro,682 Caledonia Road,4.5,23,43.69693305385846,-79.4635275308586,1963 Eglinton Ave W
Hot Pot Restaurant,1545 Eglinton Avenue  W,4.5,26,43.6974669682301,-79.4413521140814,1963 Eglinton Ave W
Babos Donerpoint,2216 Eglinton Avenue W,4.0,44,43.6933,-79.46182,1963 Eglinton Ave W
California Sandwiches,2474 Dufferin Street,3.5,86,43.7005,-79.45199,1963 Eglinton Ave W
Delicious Empanadas,2438 Dufferin Street,4.5,14,43.69816,-79.45156,1963 Eglinton Ave W
Toronto Pho,2473 Dufferin Street,4.0,32,43.70095,-79.45143,1963 Eglinton Ave W
Churrasqueira Portugal BBQ & Grill,1912 Eglinton Avenue West,3.5,15,43.6954803,-79.4523468,1963 Eglinton Ave W
Taste of Shawarma,2488 Dufferin St,3.0,55,43.70105,-79.45207,1963 Eglinton Ave W
The Arepa Republic,76 Densley Avenue,4.5,18,43.7053574,-79.4712085,1963 Eglinton Ave W
Tokyo Hot Fried Chicken,656 College Street,4.0,45,43.655201668238774,-79.41637633067134,1963 Eglinton Ave W
Mainsha Restaurant,1561 Eglinton Avenue West,4.0,19,43.69724,-79.44203,1963 Eglinton Ave W
Doce Minho Pastry and Bakery,2189 Dufferin St,3.0,27,43.6903053,-79.4478431,1963 Eglinton Ave W
Alijandro's Kitchen,4070 Living Arts Drive,4.0,44,43.5877141400083,-79.6449038380981,1963 Eglinton Ave W
Spice Dabba,1860 Eglinton Avenue W,4.5,3,43.69565,-79.45142,1963 Eglinton Ave W
CARIB 21,2039 Eglinton Avenue West,4.5,5,43.69419,-79.45612,1963 Eglinton Ave W
Judy's Island Grill,1720 Eglinton Avenue W,4.5,6,43.6965686127773,-79.4469166919589,1963 Eglinton Ave W
Ming City Restaurant & Bar,1662 Eglinton Avenue W,3.0,23,43.69711,-79.44487,1963 Eglinton Ave W
Lavrador Bbq,2188 Eglinton Avenue W,5.0,3,43.69346,-79.46142,1963 Eglinton Ave W
Kitchen Hub,1121 Castlefield Avenue,5.0,2,43.70015,-79.45355,1963 Eglinton Ave W
Pantheon Restaurant,407 Danforth Avenue,4.0,337,43.67744,-79.35129,23 Chester Ave.
Momo Hut & Gardens,401 Danforth Avenue,4.5,115,43.6773492,-79.3513541,23 Chester Ave.
Mezes,456 Danforth Avenue,4.0,251,43.6781397,-79.3502475,23 Chester Ave.
Pizzeria Libretto Danforth,550 Danforth Avenue,4.0,321,43.6785868,-79.3475785,23 Chester Ave.
Messini Authentic Gyros,445 Danforth Avenue,3.5,524,43.67753,-79.3503999,23 Chester Ave.
Athens Pastries,509 Danforth Avenue,4.5,124,43.67795,-79.34878,23 Chester Ave.
RYUS Noodle Bar,786 Broadview Avenue,4.0,381,43.6771,-79.35905,23 Chester Ave.
Simone's Caribbean Restaurant,596 Danforth Avenue,4.5,145,43.67884,-79.34654,23 Chester Ave.
Papyrus,337 Danforth Avenue,4.5,42,43.67709,-79.35324,23 Chester Ave.
Fiorentina,463 Danforth Avenue,4.0,94,43.67765,-79.35008,23 Chester Ave.
Sher-E-Punjab,351 Danforth Avenue,4.0,92,43.67713,-79.35299,23 Chester Ave.
Stock In Trade,307 Danforth Avenue,5.0,30,43.676984658374245,-79.35383800417185,23 Chester Ave.
Herby Restaurant,397 Danforth Ave,4.5,34,43.6774,-79.35147,23 Chester Ave.
Souv Like,708 Pape Avenue,4.5,83,43.67948,-79.34532,23 Chester Ave.
Sakawa Coffee & Japanese Restaurant,867 Danforth Ave,4.0,115,43.67971,-79.33964,23 Chester Ave.
Mr Pide,800 Danforth Avenue,4.5,82,43.6797899,-79.34153,23 Chester Ave.
Atlantis Authentic Greek Cuisine,526 Danforth Avenue,4.0,58,43.67851060686441,-79.34825594792811,23 Chester Ave.
Athens Restaurant,707 Danforth Avenue,4.0,87,43.6789599,-79.34341,23 Chester Ave.
El Charro,788 Broadview ave,4.0,83,43.6771428,-79.3590065,23 Chester Ave.
Astoria Shish Kebob House,390 Danforth Avenue,3.0,208,43.677746875207255,-79.35175508542193,23 Chester Ave.
Plan B,2943A Bloor Street W,5.0,29,43.64798362411009,-79.50753974873805,2682 Bloor St W
Momiji Sushi Bar and Grill,2955 Bloor Street W,4.0,90,43.64779,-79.50851,2682 Bloor St W
Campo,244 Jane Street,4.0,56,43.6551179748791,-79.4869590167577,2682 Bloor St W
Goodfellas Wood Oven Pizza,1 Old Mill Drive,4.0,87,43.648215797666495,-79.48652136992935,2682 Bloor St W
Bryden's,2455 Bloor Street W,4.0,68,43.64903,-79.48453,2682 Bloor St W
The Coffee Boutique,2285 Booor Street W,5.0,12,43.6488106048734,-79.485970325768,2682 Bloor St W
Queen Margherita Pizza - Baby Point,785 Annette Street,3.5,107,43.6581688,-79.4877396,2682 Bloor St W
Mad Mexican,405 Jane Street,3.5,125,43.6586304,-79.4879913,2682 Bloor St W
Pho VP,351 Jane Street,3.5,43,43.6573795,-79.4877128,2682 Bloor St W
ASA Sushi,18 Jane Street,3.5,47,43.6497699,-79.4849799,2682 Bloor St W
Salsa Venezuelan Street Food,341 Jane Streeet,4.5,12,43.65731,-79.48719,2682 Bloor St W
Jules Cafe Patisserie,2898 Bloor Street W,4.0,14,43.64868,-79.50639,2682 Bloor St W
Durbar Indian Cuisine,2469 Bloor Street W,4.0,16,43.64887,-79.48475,2682 Bloor St W
Table 21 Kitchen & Wine Bar,2956 Bloor Street W,4.0,22,43.648158546322,-79.5084975176396,2682 Bloor St W
Eggsmart,2947a Bloor Street West,3.5,20,43.6479054,-79.5077255825328,2682 Bloor St W
Little Havana Café Y Bodega,245 Jane Street,4.5,5,43.65535,-79.48665,2682 Bloor St W
Baby Point Lounge,343 Jane Street,4.5,7,43.65733,-79.48733,2682 Bloor St W
Gabby's Grill and Taps - Bloor West,2899 Bloor St. W.,3.0,9,43.64823,-79.5063799,2682 Bloor St W
Tahini’s,2434 Bloor Street W,5.0,2,43.649526968220606,-79.48412404312892,2682 Bloor St W
My Roti Place,383 Jane Street,3.5,8,43.65785,-79.4876,2682 Bloor St W
Plan B,2943A Bloor Street W,5.0,29,43.64798362411009,-79.50753974873805,342 Prince Edward Dr N
Azarias,3058 Bloor Street W,4.5,88,43.6469981,-79.5131954,342 Prince Edward Dr N
Momiji Sushi Bar and Grill,2955 Bloor Street W,4.0,90,43.64779,-79.50851,342 Prince Edward Dr N
Vibo Restaurant,2995 Bloor Street W,4.0,55,43.64741,-79.50991,342 Prince Edward Dr N
Creme De La Creme Cafe,2991 Bloor Street W,3.5,75,43.64747,-79.50975,342 Prince Edward Dr N
Kingsway Fish And Chips,3060 Bloor Street W,4.0,46,43.64708289390674,-79.5132970603126,342 Prince Edward Dr N
Souvlaki Hut Greek Taverna,3080 Bloor Street W,4.5,30,43.6469190191684,-79.514306858182,342 Prince Edward Dr N
Green Mango,3006 Bloor St W,3.0,71,43.6477449,-79.5104837,342 Prince Edward Dr N
Jules Cafe Patisserie,2898 Bloor Street W,4.0,14,43.64868,-79.50639,342 Prince Edward Dr N
Just Greek Restaurant,3004 Bloor St W,3.5,49,43.64781,-79.5104999,342 Prince Edward Dr N
The Monks Kettle,3073 Bloor Street W,3.5,41,43.6468135,-79.5138344,342 Prince Edward Dr N
Table 21 Kitchen & Wine Bar,2956 Bloor Street W,4.0,22,43.648158546322,-79.5084975176396,342 Prince Edward Dr N
Magic Spot Grill,2973 Bloor Street W,3.5,33,43.64766,-79.50888,342 Prince Edward Dr N
Sempre Pizza & Pasta,3038 Bloor Street W,3.5,23,43.64737,-79.51251,342 Prince Edward Dr N
Romi's Pizza & Ristorante,3062 Bloor St W,4.0,21,43.64718,-79.51337,342 Prince Edward Dr N
La Veranda Osteria,946 Royal York Road,3.0,50,43.64768,-79.51179,342 Prince Edward Dr N
Eggsmart,2947a Bloor Street West,3.5,20,43.6479054,-79.5077255825328,342 Prince Edward Dr N
Chutneys Fine Indian Cuisine,3077 Bloor Street W,3.0,49,43.6466694,-79.5139876,342 Prince Edward Dr N
Merlot Restaurant,2994 Bloor St W,3.0,35,43.64783,-79.5103199,342 Prince Edward Dr N
Casa Barcelona,2980 Bloor St W,2.5,42,43.64801,-79.50963,342 Prince Edward Dr N
Beach Hill Smokehouse,172 Main Street S,4.5,139,43.68409,-79.3005,Luttrell Ave / Danforth Ave
Len Duckworth Fish & Chips,2638 Danforth Avenue,4.0,81,43.68883,-79.29998,Luttrell Ave / Danforth Ave
Double Sushi,2795 Danforth Avenue,3.5,80,43.6893,-79.29557,Luttrell Ave / Danforth Ave
Grillies,2632 Danforth avenue,4.0,82,43.68881,-79.30015,Luttrell Ave / Danforth Ave
Bistro Camino,2750 Danforth Avenue,4.5,25,43.68934,-79.29744,Luttrell Ave / Danforth Ave
Two Brothers Shawarma,2825 Danforth Avenue,4.5,14,43.68939,-79.29532,Luttrell Ave / Danforth Ave
Church's Texas Chicken,3003 Danforth Avenue,4.5,14,43.6908342358818,-79.2888385741988,Luttrell Ave / Danforth Ave
Prologue Cafe,2249 Gerrard Street East,4.5,14,43.6844351326528,-79.2974385246634,Luttrell Ave / Danforth Ave
Gharoa Restaurant,2994 Danforth Avenue,3.5,21,43.69072,-79.29136,Luttrell Ave / Danforth Ave
Hakka Chopsticks,2940 Danforth Ave,4.5,12,43.6902081842423,-79.2930254539737,Luttrell Ave / Danforth Ave
Danforth Roti Shop,2844 Danforth Avenue,4.0,18,43.689695519075,-79.295849861626,Luttrell Ave / Danforth Ave
Halibut House Fish and Chips,3003 Danforth Avenue,3.5,27,43.6896793,-79.2906429,Luttrell Ave / Danforth Ave
