restaurant_name,address,rating,review_count,reslatitude,reslongitude,bikeStationAddress,bikeStationDistance,latitude,longitude,freeBikes
Pizzeria Defina,321 Roncesvalles Ave,9.1,0.0,,,Roncesvalles Ave / Marmaduke St,212.0,43.650492,-79.450842,11
Canadian Style Donuts,2075 Lawrence Ave W,0.0,0.0,,,Weston Lions Park,212.0,43.698841,-79.519472,10
Page One Cafe,106 Mutual St,8.8,0.0,,,Dundas St E / George St - SMART,213.0,43.6574766,-79.373446,7
Mamakas Taverna,80 Ossington Ave,9.1,0.0,,,Queen St W / Ossington Ave,214.0,43.643975,-79.419576,19
Rocco's Plum Tomato,164 the Queensway,7.4,0.0,,,The Queensway / High St,217.0,43.630874,-79.482407,20
High Park Deli Express,1960 Bloor St W,0.0,0.0,,,High Park Subway Station,218.0,43.6543604,-79.4655296,2
FBI Pizza,2336 Lake Shore Blvd W,6.9,0.0,,,Lake Shore Blvd W / Louisa St,219.0,43.61868,-79.48674,5
Le Baratin,1600 Dundas St W,8.1,0.0,,,1529 Dundas Street West,220.0,43.64957,-79.432446,15
Bonjour Brioche,812 Queen St E,8.4,0.0,,,Jimmie Simpson Park (Queen St E),220.0,43.6605603,-79.3437663,13
Pearl Harbourfront Restaurant,207 Queen's Quay W,8.1,0.0,,,York St / Queens Quay W,220.0,43.640132,-79.380464,45
Jumbo Burgers,685 Runnymede Rd,7.4,0.0,,,Durie St / Dundas St W,221.0,43.665523,-79.484892,21
Udupi Palace,1460 Gerrard St E,8.5,0.0,,,Eastwood Rd / Coxwell Ave,222.0,43.673118,-79.318651,13
416 Snack Bar,181 Bathurst St,8.3,0.0,,,Tecumseth St / Queen St W,223.0,43.646552,-79.406468,0
Mary Be Kitchen,21B St Clair Ave W,7.8,0.0,,,Alvin Ave / St Clair Ave E,224.0,43.68871,-79.39264,6
Tabule,810 Queen St E,8.8,0.0,,,Jimmie Simpson Park (Queen St E),226.0,43.6605603,-79.3437663,13
Gyu-Kaku BBQ,81 Church St,8.8,0.0,,,Jarvis St / Richmond St E,226.0,43.652777,-79.372637,9
The Burgernator,269 Augusta Ave,8.3,0.0,,,College St / Major St,226.0,43.6576,-79.4032,0
The Black Canary Espresso Bar,61 Sherbourne St,9.0,0.0,,,Ontario St / Adelaide St E -SMART,229.0,43.6535052,-79.3667689,15
Fat Pasha,414 Dupont St,8.3,0.0,,,Bridgeman Ave / Kendal Ave,230.0,43.675556,-79.410278,11
Que Ling Restaurant,248 Boulton Ave,8.7,0.0,,,Gerrard St E / Broadview,230.0,43.665656,-79.352055,10
Easy Restaurant,1645 Queen St W,8.3,0.0,,,Lake Shore Blvd W / The Boulevard Club,230.0,43.636731,-79.444966,9
Parallel,217 Geary Ave,8.4,0.0,,,Bartlett Parkette,231.0,43.6702236,-79.4360232,15
Bombay on the Lake,3007 Lake Shore Blvd W,7.1,0.0,,,Twelfth St / Thirteenth St,232.0,43.6002896,-79.5108692,14
Cherry Bomb Coffee,79 Roncesvalles Ave,7.7,0.0,,,Sunnyside Ave / The Queensway - SMART,232.0,43.6397,-79.44865,9
The Beech Tree,924 Kingston Rd,8.6,0.0,,,Kingston Rd / Beech Ave,234.0,43.680095,-79.291714,5
Papamona Sandwich,1926 Weston Rd,0.0,0.0,,,Weston Lions Park,234.0,43.698841,-79.519472,10
Sempre Pizza Pasta,3038 Bloor St W,7.7,0.0,,,9 Willingdon Blvd,235.0,43.64839,-79.51008,14
California Sandwiches,2700 Dufferin St,7.3,0.0,,,481 Locksley Avenue,236.0,43.69932707,-79.44936304,6
Icecream Junction,3103 Dundas St W,8.5,0.0,,,345 High Park Ave,237.0,43.6653032,-79.4701178,12
Craque de Creme,1360 Bathurst St,8.1,0.0,,,Hocken Ave./Vaughan Rd.,241.0,43.6817346,-79.4184725,1
Ghoroa Restaurant,2994 Danforth Ave,0.0,0.0,,,Victoria Park Ave / Danforth Ave,241.0,43.691468,-79.288619,2
Patricia's Cake Creations,4130 Dundas St W,0.0,0.0,,,Lundy Ave / Etienne Brule Park,242.0,43.6625395,-79.5030161,3
Sanremo Bakery Inc,374 Royal York Rd,8.8,0.0,,,Windsor St / Newcastle St,245.0,43.6171635,-79.4971065,11
Country Style Hungarian Restaurant,450 Bloor St W,8.7,0.0,,,Bathurst Subway Station,245.0,43.6666667,-79.41166667,5
U-Know Sushi,170 the Queensway,7.3,0.0,,,The Queensway / High St,247.0,43.630874,-79.482407,20
God Bless Canada Keswick's Best Coffee,1986 Weston Rd,0.0,0.0,,,Weston Lions Park,248.0,43.698841,-79.519472,10
Mi Mi Restaurant,688 Gerrard St E,7.6,0.0,,,Gerrard St E / Broadview,249.0,43.665656,-79.352055,10
Toronto PHO,2473 Dufferin St,0.0,0.0,,,481 Locksley Avenue,250.0,43.69932707,-79.44936304,6
Actinolite Restaurant,971 Ossington Ave,7.8,0.0,,,Shaw St / Essex St - SMART,251.0,43.667076,-79.425116,0
Bang Bang Ice Cream & Bakery,93 1/2 Ossington Ave,8.6,0.0,,,Queen St W / Ossington Ave,252.0,43.643975,-79.419576,19
Pour House Irish Pub,182 Dupont St,7.6,0.0,,,Macpherson Ave / Spadina Rd,254.0,43.675791,-79.40698,3
P & M Restaurant,1972 Weston Rd,7.6,0.0,,,Weston Lions Park,255.0,43.698841,-79.519472,10
The Emmet Ray,924 College St,8.1,0.0,,,Ossington Ave / College St,256.0,43.6544915,-79.422634,1
Baguette & Co,1643 Dupont St,8.2,0.0,,,2659 Dundas St W,257.0,43.6641174,-79.4588522,10
Daeco Sushi,40 St Clair Ave W,7.5,0.0,,,Alvin Ave / St Clair Ave E,260.0,43.68871,-79.39264,6
Fresh,101 Eglinton Ave E,8.1,0.0,,,Eglinton Ave W / Redpath Av,261.0,43.7078691,-79.39248,0
Danish Pastry Shop,1017 Pape Ave,7.6,0.0,,,Pape Ave / Gamble Ave,264.0,43.690237,-79.350119,2
Yalla Cafe,3106 Lake Shore Blvd W,0.0,0.0,,,Twelfth St / Thirteenth St,265.0,43.6002896,-79.5108692,14
Om Restaurant,1439 Queen St W,7.7,0.0,,,85 Beaty Avenue,267.0,43.6393107,-79.4408141,16
Takht-e Tavoos,1120 College St,8.5,0.0,,,Rusholme Park Cres / College St,269.0,43.65277778,-79.42972222,0
The Oakwood Hardware,337 Oakwood Ave,0.0,0.0,,,"406 Oakwood Ave, York, ON M6E 2W3",269.0,43.6882706,-79.43937767,3
Casa Di Giorgios,1646 Queen St E,7.3,0.0,,,Orchard Park,271.0,43.66908,-79.3149,10
Boom Breakfast & Co,1036 Saint Clair Ave W,7.4,0.0,,,St Clair Ave W / Oakwood Ave - SMART Vault,271.0,43.678177,-79.435364,3
Versus Coffee,70 Adelaide St E,8.0,0.0,,,Jarvis St / Richmond St E,271.0,43.652777,-79.372637,9
Crooked Cue,3056 Bloor St W,8.2,0.0,,,9 Willingdon Blvd,273.0,43.64839,-79.51008,14
Fox & Fiddle-Finch,1285 Finch Ave W,5.9,0.0,,,Finch West Subway Station,273.0,43.76521,-79.491281,20
Sushi Master,99 South Kingsway,0.0,0.0,,,Ripley Ave / Ormskirk Ave,273.0,43.6390437,-79.4760109,18
Paul's Spaghetti,488 Cosburn Ave,0.0,0.0,,,Cosburn Ave / Durant Ave,274.0,43.6935477,-79.3301658,8
The Thai,1675 Bloor St W,7.6,0.0,,,Parkside Dr / Bloor St W,277.0,43.654501,-79.460053,9
Tatsu's Bread,3180 Lake Shore Blvd W,7.6,0.0,,,Humber College,278.0,43.5961692,-79.5160575,13
TuckShop Kitchen,1640 Dupont St,8.8,0.0,,,2659 Dundas St W,279.0,43.6641174,-79.4588522,10
Maha's Fine Egyptian Cuisine,226 Greenwood Ave,8.4,0.0,,,Highfield Rd / Gerrard St E,279.0,43.671771,-79.324961,17
Burger Shack,233 Eglinton Ave W,7.2,0.0,,,Braemar Ave / Eglinton Ave W,281.0,43.7041957,-79.4094472,0
Foxley,207 Ossington Ave,9.2,0.0,,,Ossington Ave / Harrison St,283.0,43.65111111,-79.42138889,3
Absinthe Pub and Coffee Shop,4700 Keele St,7.4,0.0,,,York University Station,283.0,43.7741,-79.5005,5
Ara Mark Canada Ltd,1265 Military Trail,0.0,0.0,,,1295-1307 Military Trail,283.0,43.7842419,-79.1849889,2
Saigon Bangkok Restaurant,2416 St Clair Ave W,6.6,0.0,,,St Clair Ave W / Castleton Ave,284.0,43.668496,-79.485426,9
Halibut House Fish and Chips Inc,3003 Danforth Ave,0.0,0.0,,,Victoria Park Ave / Danforth Ave,288.0,43.691468,-79.288619,2
Lunik Co-op,2275 Bayview Ave,0.0,0.0,,,"1 Chedington Pl, North York, ON M4N 3R4",288.0,43.72736549,-79.38142546,3
SOCO Kitchen + Bar,75 Lower Simcoe St,8.5,0.0,,,Bremner Blvd / Rees St,288.0,43.641529,-79.386741,14
Smoke's Poutinerie,100 Princes' Blvd,7.0,0.0,,,PRINCES GATE / NUNAVUT DR,291.0,43.6334636,-79.4143057,13
Cabin Fever Collective,1669 Bloor St W,8.6,0.0,,,Parkside Dr / Bloor St W,293.0,43.654501,-79.460053,9
Magic Spot Grill,2973 Bloor St W,7.5,0.0,,,342 Prince Edward Dr N,293.0,43.6492,-79.50602,12
Wendy's,2575 St Clair Ave W,6.3,0.0,,,St Clair Ave W / Castleton Ave,294.0,43.668496,-79.485426,9
Kingsway Fish and Chips,3060 Bloor St W,8.4,0.0,,,9 Willingdon Blvd,296.0,43.64839,-79.51008,14
Ghazale Restaurant,3180 Lake Shore Blvd W,6.9,0.0,,,Humber College,298.0,43.5961692,-79.5160575,13
Patisserie Sebastien,3306 Yonge St,6.9,0.0,,,3180 Yonge Street,299.0,43.7281464,-79.4032194,4
Playa Cabana,111 Dupont St,9.0,0.0,,,Davenport Rd / Bedford Rd,300.0,43.674446,-79.398331,0
Mattachioni,1617 Dupont St,9.2,0.0,,,Symington Ave / Dupont St - SMART,300.0,43.665538,-79.451263,10
Alebrijes Taqueria,2404 Dufferin St,0.0,0.0,,,481 Locksley Avenue,301.0,43.69932707,-79.44936304,6
Superpoint,184A Ossington Ave Main,9.0,0.0,,,Ossington Ave / Harrison St,305.0,43.65111111,-79.42138889,3
The Alley,5 St Joseph St,8.6,0.0,,,Charles St W / Balmuto St,309.0,43.668427,-79.38725,0
Nadege,780 Queen St W,8.5,0.0,,,Crawford St / Queen St W,311.0,43.645665,-79.415345,15
La Bettola Di Terroni,106 Victoria St,8.3,0.0,,,Richmond St E / Jarvis St Green P,316.0,43.652634,-79.374222,4
Yummy Tummy,1962 Eglinton Ave W,0.0,0.0,,,2067 EglintonAve W,316.0,43.69415,-79.4578258,2
The Feathers Pub,962 Kingston Rd,8.9,0.0,,,1085 Kingston Rd,318.0,43.68035,-79.28357,4
Cocktail Bar,923 Dundas St W,8.7,0.0,,,Dundas St W / Crawford St,321.0,43.649722,-79.416944,10
Cheers,1553 Kingston Rd,0.0,0.0,,,Birchcliff Ave / Kingston Rd,324.0,43.691688,-79.265027,8
Exhibition Place,200 Princes' Blvd,7.8,0.0,,,PRINCES GATE / NUNAVUT DR,325.0,43.6334636,-79.4143057,13
Linh Restaurant,1156 College St,8.9,0.0,,,1529 Dundas Street West,328.0,43.64957,-79.432446,15
Harvey's,3400 Danforth Ave,6.3,0.0,,,Danforth Ave / Warden Ave,336.0,43.6950192,-79.2718066,5
S & J. Thai Food Trading,3801 Dundas St W,0.0,0.0,,,Lundy Ave / Etienne Brule Park,338.0,43.6625395,-79.5030161,3
Primrose Bagel Co,317A Oakwood Ave,0.0,0.0,,,"406 Oakwood Ave, York, ON M6E 2W3",339.0,43.6882706,-79.43937767,3
Premium Sweets,60 Danforth Rd,0.0,0.0,,,Danforth Ave / Warden Ave,343.0,43.6950192,-79.2718066,5
Aloette,163 Spadina Ave,8.6,0.0,,,15 Denison Ave,348.0,43.6484201,-79.4005192,18
Bellwoods Brewery,124 Ossington Ave,9.1,0.0,,,Queen St W / Ossington Ave,348.0,43.643975,-79.419576,19
Seven Numbers Restaurant,516 Eglinton Ave W,7.5,0.0,,,Braemar Ave / Eglinton Ave W,349.0,43.7041957,-79.4094472,0
Rorschach Brewing,1001 Eastern Ave,8.3,0.0,,,Queen St. E / Rhodes Ave.,349.0,43.666224,-79.317693,9
Desotos,1079 Saint Clair Ave W,8.3,0.0,,,St Clair Ave W / Oakwood Ave - SMART Vault,350.0,43.678177,-79.435364,3
Kanga Restaurant,1177 Victoria Park Ave,0.0,0.0,,,Victoria Park Ave / Dawes Rd - SMART Vault,350.0,43.707212,-79.2952873,7
Taverne Bernhardts,202 Dovercourt Rd,9.2,0.0,,,Queen St W / Dovercourt Rd,351.0,43.6438602,-79.4227573,4
The Tempered Room,1374 Queen St W,8.8,0.0,,,Jameson Ave / Queen St W,351.0,43.63985,-79.43703,16
Rasa,196 Robert St,8.9,0.0,,,Robert St / Bloor St W,352.0,43.665846,-79.404998,9
Rustic Social House,2083 Lake Shore Blvd W,7.2,0.0,,,Humber Bay Shores Park East,353.0,43.6308933,-79.4722622,14
Pearl Diver,100 Adelaide St E,8.3,0.0,,,Frederick St / King St E,353.0,43.651118,-79.369411,21
Kiki's Grill,4560 Dufferin St,0.0,0.0,,,Dufferin St / Finch Hydro Recreational Trail,358.0,43.7724019,-79.4675395,4
Mira Restaurant,420A Wellington St W,8.7,0.0,,,18 Portland Street,358.0,43.6425791,-79.4001173,3
Chutneys Fine Indian Cuisine,3077 Bloor St W,6.9,0.0,,,9 Willingdon Blvd,360.0,43.64839,-79.51008,14
Fusaro's,294 Richmond St E,9.0,0.0,,,Berkeley St / Adelaide St E - SMART,361.0,43.653359,-79.365023,6
The O'Connor Station,158 O'Connor Dr,7.0,0.0,,,Pape Ave / Gamble Ave,361.0,43.690237,-79.350119,2
Cote de Boeuf,130 Ossington Ave,9.0,0.0,,,Queen St W / Ossington Ave,363.0,43.643975,-79.419576,19
Little Pebbles,160 Baldwin St,8.2,0.0,,,Ross St / Cecil St,364.0,43.6568254,-79.3966159,0
The Greek Grill,128 O'Connor Dr,7.2,0.0,,,Pape Ave / Gamble Ave,365.0,43.690237,-79.350119,2
Murphy's Law Irish Pub Inc,1702 Queen St E,6.8,0.0,,,Queen St E and Joseph Duggan Rd - SMART Vault,368.0,43.6677628,-79.3081171,12
Bud's Coffee Bar,1966 1/2 Queen St E,8.4,0.0,,,Kew Beach Ave / Kenilworth Ave,369.0,43.666325,-79.3014,15
Xola,2222A Queen St E,7.5,0.0,,,Hubbard Blvd / Balsam Av,370.0,43.669328,-79.288949,7
7 Numbers,307 Danforth Ave,8.1,0.0,,,Pretoria Av / Broadview Av,371.0,43.6783213,-79.35822,0
Sabor Brasil Restaurant,1702 Saint Clair Ave W,7.6,0.0,,,St Clair Ave W / Caledonia Rd - SMART Vault,373.0,43.6754247,-79.4547813,8
Paris Paris,1161 Dundas St W,8.9,0.0,,,Dundas St W / Crawford St,376.0,43.649722,-79.416944,10
Campo,244 Jane St,8.2,0.0,,,Annette St / Jane St,376.0,43.658574,-79.487246,6
Her Father's Cider Bar + Kitchen,119 Harbord St,8.6,0.0,,,Robert St / Bloor St W,378.0,43.665846,-79.404998,9
Caribbean Avenue,371 Oakwood Ave,0.0,0.0,,,Amaleda Ave / Vaughan Rd,387.0,43.690903,-79.4375028,14
Chaihana,1000 Finch Ave W,7.4,0.0,,,Dufferin St / Finch Hydro Recreational Trail,392.0,43.7724019,-79.4675395,4
Aioli Bistro,2446 Kingston Rd,0.0,0.0,,,50 Natal St,393.0,43.7105975,-79.2541175,2
Frieda Restaurant & Bar,999 Eglinton W,0.0,0.0,,,120 Marlee Ave,393.0,43.70163,-79.44099,8
Byblos,11 Duncan St,9.0,0.0,,,Front St / Simcoe St,394.0,43.6442,-79.38702,18
Hotel Gelato,532 Eglinton Ave W,8.5,0.0,,,Braemar Ave / Eglinton Ave W,398.0,43.7041957,-79.4094472,0
Trio Ristorante and Pizzeria,3239 Yonge St,6.8,0.0,,,24 Lawrence Ave East,404.0,43.7254665,-79.4011545,6
Nespresso Boutique Bar,159 Cumberland St,8.2,0.0,,,Taddle Creek Park,408.0,43.66986,-79.398443,3
Seven Lives,69 Kensington Ave,8.8,0.0,,,College St / Major St,410.0,43.6576,-79.4032,0
Happy Bagel Bakery,4949 Bathurst St,7.3,0.0,,,Ester Shiner Stadium,413.0,43.7774374,-79.4447096,6
Select Bakery,405 Donlands Ave,7.6,0.0,,,Cosburn Ave / Donlands Ave,414.0,43.690537,-79.341307,1
Famiglia Baldassarre,122 Geary Ave,8.9,0.0,,,Davenport Rd / Oakwood Rd - SMART,415.0,43.6741219,-79.4352208,8
Aztec's Mine,1986 Bloor St W,6.0,0.0,,,3 Pacific Avenue,419.0,43.6541245,-79.4636388,6
Navayo Greek Bistro,2258 Kingston Rd,0.0,0.0,,,150 Highview Avenue,420.0,43.70241858,-79.25631671,6
XO Gelato,647A Mount Pleasant Rd,8.8,0.0,,,Eglinton Ave W / Redpath Av,420.0,43.7078691,-79.39248,0
Porchetta & Co,545 King St W,9.2,0.0,,,Bathurst St / Front St W,425.0,43.6413479,-79.4013882,13
Sankofa Restaurant & Bar,1653 Eglinton Ave W,0.0,0.0,,,120 Marlee Ave,429.0,43.70163,-79.44099,8
Nostalgia Coffee Co,855 O'Connor Dr,0.0,0.0,,,St Columba Pl / St Clair Ave E,429.0,43.70567,-79.310554,4
Bagels on Fire,2248 Queen St E,8.0,0.0,,,Hubbard Blvd / Balsam Av,429.0,43.669328,-79.288949,7
Living Well,1911 Finch Ave W,0.0,0.0,,,Driftwood Ave / Finch Hydro Trail,434.0,43.7603624,-79.5162777,10
Moldova Restaurant,5000 Dufferin St,0.0,0.0,,,G Ross Lord Park,441.0,43.7781116,-79.467963,14
Black Bear Pub,1125 O'Connor Dr,0.0,0.0,,,O'Connor Dr / Curity Ave,443.0,43.707582,-79.311439,3
Pho Com Vietnam,1991A Finch Ave W,6.6,0.0,,,Driftwood Ave / Finch Hydro Trail,446.0,43.7603624,-79.5162777,10
Yummy Yummy Chinese Food,26C Scarlett Rd,0.0,0.0,,,Florence Gell Park,447.0,43.6615467,-79.498398,11
The Mugshot Tavern,1729 Bloor St W,8.2,0.0,,,Bloor St W / High Park Ave (High Park),450.0,43.6535269,-79.4650569,6
Hakka Fire Restaurant,1235 Woodbine Ave,0.0,0.0,,,Cosburn Ave / Cedarvale Ave,452.0,43.697139,-79.31469,4
Adda,3342 Danforth Ave,0.0,0.0,,,Danforth Ave / Warden Ave,458.0,43.6950192,-79.2718066,5
Indian Street Food Co,1701 Bayview Ave,7.5,0.0,,,Roehampton St / Bayview Ave,460.0,43.711751,-79.378615,6
La Palette,492 Queen St W,8.4,0.0,,,Tecumseth St / Queen St W,464.0,43.646552,-79.406468,0
Sunrise Bar & Grill,73 Alness St,0.0,0.0,,,Dufferin St / Finch Hydro Recreational Trail,471.0,43.7724019,-79.4675395,4
Casa Portuguesa,682 Caledonia Rd,0.0,0.0,,,2343 Eglinton Ave W,476.0,43.6926325,-79.4627536,8
Uncle Mikey's,1597 Dundas St W,8.9,0.0,,,505 College Street,477.0,43.6504218,-79.4407647,13
Mother India,1456 Queen St W,7.9,0.0,,,King St W / Cowan Ave,478.0,43.637922,-79.431734,3
Frank's Pizza House,1352 St Clair Ave W,7.2,0.0,,,St Clair Ave W / Caledonia Rd - SMART Vault,480.0,43.6754247,-79.4547813,8
Mercado,682 Caledonia Rd,0.0,0.0,,,2343 Eglinton Ave W,480.0,43.6926325,-79.4627536,8
Thobors Boulangerie Patisserie Café,627 Mount Pleasant Rd,8.9,0.0,,,Eglinton Ave W / Redpath Av,485.0,43.7078691,-79.39248,0
Gamberoni Restaurant,3238 Yonge St,6.9,0.0,,,24 Lawrence Ave East,487.0,43.7254665,-79.4011545,6
Maple Leaf House Grill & Lounge,2749 Lake Shore Blvd W,5.5,0.0,,,Royal York Rd / Lake Shore Blvd W,493.0,43.6029904,-79.4926867,4
The Belsize Public House,535 Mount Pleasant Rd,7.4,0.0,,,Davisville Ave / Pailton Cres,493.0,43.69933,-79.39199,18
Fahrenheit Coffee,120 Lombard St,9.0,0.0,,,Ontario St / Adelaide St E -SMART,494.0,43.6535052,-79.3667689,15
The Sovereign Cafe,1220 Oakwood Ave,0.0,0.0,,,Bartlett Parkette,501.0,43.6702236,-79.4360232,15
Stop BBQ Chicken,1216 Dufferin St,0.0,0.0,,,Bartlett Parkette,504.0,43.6702236,-79.4360232,15
Mr Beans Coffee Co,5550 Lawrence Ave E,6.2,0.0,,,Waterfront Trail (Rouge Hill),512.0,43.778015,-79.131911,1
Tai Chi Restaurant,4190 Kingston Rd,0.0,0.0,,,Guildwood GO Station (South),514.0,43.754978,-79.1971289,3
Ritz Caribbean Foods,3003 Danforth Ave,0.0,0.0,,,Pharmacy Ave / Danforth Ave,515.0,43.6929478,-79.2833998,5
Koricancha Restaurant,1885 Eglinton Ave W,0.0,0.0,,,2067 EglintonAve W,516.0,43.69415,-79.4578258,2
Walrus Pub & Beer Hall,187 Bay St,8.5,0.0,,,Yonge St / Harbour St,516.0,43.643795,-79.375413,20
The George Street Diner,129 George St,8.8,0.0,,,Berkeley St / Adelaide St E - SMART,519.0,43.653359,-79.365023,6
The Hungry Moon,4190 Kingston Rd,0.0,0.0,,,Guildwood GO Station (South),521.0,43.754978,-79.1971289,3
Rebozos,126 Rogers Rd,6.7,0.0,,,200 Rogers Rd,525.0,43.68323,-79.455765,15
Randy's Take-Out,1569 Eglinton Ave W,8.1,0.0,,,Vaughan Rd / Oakwood Ave,525.0,43.6926825,-79.441042,13
Mr.Sub,3040 Danforth Ave,0.0,0.0,,,Pharmacy Ave / Danforth Ave,527.0,43.6929478,-79.2833998,5
Budapest Restaurant,1959 Gerrard St E,8.2,0.0,,,Eastwood Rd / Woodbine Ave,528.0,43.676216,-79.309395,10
Muddy York Brewing Co,22 Cranfield Rd,7.5,0.0,,,O'Connor Dr / Curity Ave,533.0,43.707582,-79.311439,3
Lady Marmalade,265 Broadview Ave,7.5,0.0,,,Riverdale Park South (Broadview Ave),534.0,43.667819,-79.35347,12
Kinka Izakaya,398 Church St,8.6,0.0,,,Sherbourne St / Carlton St (Allan Gardens),536.0,43.663102,-79.373181,1
Retro Burger,1684 Danforth Ave,6.3,0.0,,,108 East Lynn Avenue,538.0,43.6850809,-79.3149901,4
Messina Bakery,19 Scarlett Rd,8.3,0.0,,,Lundy Ave / Etienne Brule Park,539.0,43.6625395,-79.5030161,3
George the Greek,3575 Lake Shore Blvd W,7.5,0.0,,,Lake Shore Blvd W / Thirty Ninth Street,541.0,43.5927419,-79.5403301,7
Lageez,641 Pharmacy Ave,0.0,0.0,,,Victoria Park Ave / Dawes Rd - SMART Vault,542.0,43.707212,-79.2952873,7
Glory Hole Doughnuts,1505 Gerrard St E,7.7,0.0,,,Orchard Park,545.0,43.66908,-79.3149,10
Hakka Chopsticks,2940 Danforth Ave,0.0,0.0,,,Goodwood Park Ct / Dentonia Park,546.0,43.694826,-79.295208,4
Boulangerie Cocoa,58 Marine Parade Dr,0.0,0.0,,,Humber Bay Shores Park East,548.0,43.6308933,-79.4722622,14
Wing Machine,1661 Eglinton Ave W,0.0,0.0,,,Vaughan Rd / Oakwood Ave,550.0,43.6926825,-79.441042,13
Tropical Thai Cuisine,993 1/2 Kingston Rd,0.0,0.0,,,163 Fallingbrook Rd,554.0,43.6830689,-79.279682,8
T-Swirl Crepe,510 Yonge St,8.5,0.0,,,Isabella St / Church St - SMART,561.0,43.66834,-79.38235,0
Chick-N-Joy,1483 Queen St E,6.9,0.0,,,Coxwell Ave /  Lake Shore Blvd E,564.0,43.662771,-79.315223,12
Don Franchesko Sandwich's Pizza & Pasta,1048 Finch Ave W,0.0,0.0,,,Dufferin St / Finch Hydro Recreational Trail,566.0,43.7724019,-79.4675395,4
Azumi Teppanyaki and Sushi,5516 Lawrence Ave E,0.0,0.0,,,Waterfront Trail (Rouge Hill),566.0,43.778015,-79.131911,1
Patty Stop,5506 Lawrence Ave E,0.0,0.0,,,Waterfront Trail (Rouge Hill),572.0,43.778015,-79.131911,1
Goodfellas Wood Oven Pizza,1 Old Mill Dr,7.3,0.0,,,2639 Bloor St W,573.0,43.64920407,-79.49336334,8
Wakame Sushi,638 Sheppard Ave W,0.0,0.0,,,"1 Chedington Pl, North York, ON M4N 3R4",574.0,43.72736549,-79.38142546,3
Pantheon Restaurant,407 Danforth Ave,8.7,0.0,,,Broadview Ave / Danforth Ave,576.0,43.6772,-79.35858,0
Mr Tastys Drive in,2921 Danforth Ave,5.8,0.0,,,Goodwood Park Ct / Dentonia Park,579.0,43.694826,-79.295208,4
The Tale,3747 Lake Shore Blvd W,0.0,0.0,,,Marie Curtis Park,583.0,43.5880774,-79.5432067,20
U-Naru Sushi MGH,825 Coxwell Ave,0.0,0.0,,,Cosburn Ave / Durant Ave,583.0,43.6935477,-79.3301658,8
Mandarin Buffet,1027 Finch Ave W,6.1,0.0,,,Dufferin St / Finch Hydro Recreational Trail,590.0,43.7724019,-79.4675395,4
Poonam Delight,2658 Danforth Ave,0.0,0.0,,,Lumsden Ave / Eastdale Ave,590.0,43.69413548,-79.30058719,1
Trattoria Taverniti,591 College St,8.7,0.0,,,Harbord St / Clinton St,593.0,43.660414,-79.415646,5
Patria,478 King St W,8.7,0.0,,,Bathurst St / Front St W,597.0,43.6413479,-79.4013882,13
Bamiyan Kabob,4205 Keele St,7.9,0.0,,,York University Station - SMART,599.0,43.77345,-79.5002,5
Shola Vegan I Thali,2768 Danforth Ave,0.0,0.0,,,Lumsden Ave / Eastdale Ave,603.0,43.69413548,-79.30058719,1
Janes Bar & Grill,1735 Eglinton Ave W,0.0,0.0,,,Vaughan Rd / Oakwood Ave,607.0,43.6926825,-79.441042,13
Judy's Island Grill,1720 Eglinton Ave W,0.0,0.0,,,Vaughan Rd / Oakwood Ave,615.0,43.6926825,-79.441042,13
The Dylan Bar,1276 Danforth Ave,7.1,0.0,,,Danforth Ave / Coxwell Ave,619.0,43.683378,-79.322961,5
Azarias,3058A Bloor St W,8.4,0.0,,,342 Prince Edward Dr N,620.0,43.6492,-79.50602,12
Scaramouche Restaurant Pasta Bar & Grill,1 Benvenuto Pl,8.7,0.0,,,Glen Edyth Dr / Davenport Rd,624.0,43.677778,-79.405556,0
Mamma Martino's,624B the Queensway,7.8,0.0,,,45 Grand Avenue,630.0,43.62313,-79.4918,15
Granite Club,2350 Bayview Ave,8.5,0.0,,,"1 Chedington Pl, North York, ON M4N 3R4",632.0,43.72736549,-79.38142546,3
New Toronto Fish & Chips,146A 5th St,6.4,0.0,,,Twelfth St / Thirteenth St,634.0,43.6002896,-79.5108692,14
Eulalie's Corner Store,1438 Gerrard St E,6.9,0.0,,,Fairmount Park,636.0,43.6765897,-79.3163022,17
Pirosmani Georgian Restaurant,913 Alness St,0.0,0.0,,,G Ross Lord Park,643.0,43.7781116,-79.467963,14
Thai Express,2061 Streeles Ave,0.0,0.0,,,"406 Oakwood Ave, York, ON M6E 2W3",644.0,43.6882706,-79.43937767,3
B.B.Q. Sandwich Plus,877 Alness St,0.0,0.0,,,G Ross Lord Park,648.0,43.7781116,-79.467963,14
Thrive Organic Kitchen & Cafe,3473 Lake Shore Blvd W,7.5,0.0,,,Lake Shore Blvd W / Twenty Fourth St,648.0,43.597082,-79.522768,4
Petite Amsterdam,2781 Lake Shore Blvd W,0.0,0.0,,,Royal York Rd / Lake Shore Blvd W,648.0,43.6029904,-79.4926867,4
Aranda's House of Pasta,125 Jameson Ave,0.0,0.0,,,Martin Goodman Trail (Marilyn Bell Park),652.0,43.6314,-79.4304,16
Fukui Sushi,1612 Bayview Ave,7.4,0.0,,,Roehampton St / Bayview Ave,652.0,43.711751,-79.378615,6
