restaurant_name,address,rating,bikeStationAddress,bikeStationDistance
Tim Hortons,148 Simcoe St,8.4,University Ave / Armoury St - SMART,326
Pai,18 Duncan St,9.1,University Ave / Armoury St - SMART,528
Soho House,192 Adelaide St W,8.7,University Ave / Armoury St - SMART,442
Cafe Landwer,165 University Ave,8.7,University Ave / Armoury St - SMART,468
Gyubee Japanese Grill,157 Dundas St W,8.4,University Ave / Armoury St - SMART,373
Gallery Sushi,275 Dundas St W,8.3,University Ave / Armoury St - SMART,315
Ikkousha Ramen,249 Queen St W,8.2,University Ave / Armoury St - SMART,273
Momofuku Noodle Bar,190 University Ave,8.3,University Ave / Armoury St - SMART,380
Momofuku Noodle Bar,190 University Ave,8.3,University Ave / Armoury St - SMART,380
Momofuku Noodle Bar,190 University Ave,8.3,University Ave / Armoury St - SMART,380
HotBlack Coffee,245 Queen St W,8.7,University Ave / Queen St W,217
JaBistro,222 Richmond St W,8.7,University Ave / Queen St W,244
Tim Hortons,148 Simcoe St,8.4,University Ave / Queen St W,217
Soho House,192 Adelaide St W,8.7,University Ave / Queen St W,316
Cafe Landwer,165 University Ave,8.7,University Ave / Queen St W,328
Pai,18 Duncan St,9.1,University Ave / Queen St W,437
Momofuku Noodle Bar,190 University Ave,8.3,University Ave / Queen St W,247
Momofuku Noodle Bar,190 University Ave,8.3,University Ave / Queen St W,247
Momofuku Noodle Bar,190 University Ave,8.3,University Ave / Queen St W,247
Pizzeria Libretto,155 University Ave,8.6,University Ave / Queen St W,378
Ikkousha Ramen,249 Queen St W,8.2,University Ave / Queen St W,227
Copacabana Brazilian Steakhouse Adelaide,230 Adelaide St W,8.4,University Ave / Queen St W,383
Five Doors North,2088 Yonge St,8.6,Lascelles Blvd / Eglinton Ave W - SMART,602
Cibo Wine Bar,2472 Yonge St,8.9,Lascelles Blvd / Eglinton Ave W - SMART,738
De Mello Palheta Coffee Roasters,2489 Yonge St,8.5,Lascelles Blvd / Eglinton Ave W - SMART,777
Hotel Gelato,532 Eglinton Ave W,8.5,Lascelles Blvd / Eglinton Ave W - SMART,892
Fresh,101 Eglinton Ave E,8.1,Lascelles Blvd / Eglinton Ave W - SMART,667
Pai Uptown,2335 Yonge St,7.9,Lascelles Blvd / Eglinton Ave W - SMART,519
Little Sister,2031 Yonge St,8.1,Lascelles Blvd / Eglinton Ave W - SMART,672
La Vecchia Ristorante,2405A Yonge St,8.0,Lascelles Blvd / Eglinton Ave W - SMART,633
Sip Wine Bar,2 Broadway Ave,7.9,Lascelles Blvd / Eglinton Ave W - SMART,618
Balzac's Coffee Roastery,55 Mill St,8.4,Polson Pier,992
Popeye's Louisiana Kitchen,12 Bonnycastle St,6.6,Polson Pier,955
Keating Channel Pub & Grill,2 Villiers St,5.7,Polson Pier,672
Genesis New Years Eve,11 Polson St,0.0,Polson Pier,74
Tides Restaurant and Night Club,11 Polson St,0.0,Polson Pier,93
Maple Leaf Dairy,2861 Danforth Ave,8.7,Dentonia Park Station,584
Duckworth's Fish & Chips,2638 Danforth Ave,7.6,Dentonia Park Station,934
Tim Hortons,2480 Gerrard St E,7.0,Dentonia Park Station,901
Double Sushi Japanese Restaurant,2795 Danforth Ave,6.4,Dentonia Park Station,646
Tim Hortons,3003 Danforth Ave,6.2,Dentonia Park Station,545
Subway,2575 Danforth Ave,6.3,Dentonia Park Station,986
Grillies,2632 Danforth Ave,6.1,Dentonia Park Station,944
Grillies,2632 Danforth Ave,6.1,Dentonia Park Station,944
Wing Wing Restaurant,3032 Danforth Ave,0.0,Dentonia Park Station,397
Ghoroa Restaurant,2994 Danforth Ave,0.0,Dentonia Park Station,413
The Keg Steakhouse + Bar,26 the Esplanade,8.5,Lower Jarvis / Queens Quay E,521
Bellissimo Pizzaria & Ristorante,164 the Esplanade,8.5,Lower Jarvis / Queens Quay E,505
Neo Coffee Bar,161 Frederick St,9.0,Lower Jarvis / Queens Quay E,720
Sukho Thai,52 Wellington St E,8.7,Lower Jarvis / Queens Quay E,636
Miku,10 Bay St,8.8,Lower Jarvis / Queens Quay E,735
Arvo Coffee,17 Gristmill Lane,9.1,Lower Jarvis / Queens Quay E,896
Beer Bistro,18 King St E,8.9,Lower Jarvis / Queens Quay E,862
Chotto Matte,161 Bay St,8.7,Lower Jarvis / Queens Quay E,804
Balzacs Coffee Ltd,10 Market St,8.0,Lower Jarvis / Queens Quay E,512
Cafe Belong,550 Bayview Ave,8.5,Summerhill Ave / Maclennan Ave,910
Dolce Bakery,420 Summerhill Ave,0.0,Summerhill Ave / Maclennan Ave,24
Arvo Coffee,17 Gristmill Lane,9.1,Queens Quay E / Lower Sherbourne,596
Bellissimo Pizzaria & Ristorante,164 the Esplanade,8.5,Queens Quay E / Lower Sherbourne,496
Neo Coffee Bar,161 Frederick St,9.0,Queens Quay E / Lower Sherbourne,703
The Black Canary Espresso Bar,61 Sherbourne St,9.0,Queens Quay E / Lower Sherbourne,794
Cacao 70,28 Gristmill Lane,8.5,Queens Quay E / Lower Sherbourne,635
Cluny Bistro,35 Tank House Lane,8.9,Queens Quay E / Lower Sherbourne,821
Cluny Bistro,35 Tank House Lane,8.9,Queens Quay E / Lower Sherbourne,821
Archeo Trattoria,55 Mill St,8.7,Queens Quay E / Lower Sherbourne,748
Rooster Coffee House,343 King St E,8.6,Queens Quay E / Lower Sherbourne,745
Soma Chocolatemaker,32 Tank House Lane,8.7,Queens Quay E / Lower Sherbourne,810
Balzac's Coffee Roastery,55 Mill St,8.4,Queens Quay E / Lower Sherbourne,688
Impact Kitchen,444 Adelaide St W,8.3,Adelaide St W / Brant St,56
Le Select Bistro,432 Wellington St W,8.9,Adelaide St W / Brant St,289
Drom Taberna,458 Queen St W,8.8,Adelaide St W / Brant St,280
Gusto 101,101 Portland St,8.8,Adelaide St W / Brant St,274
Forno Cultura,609 King St W,9.0,Adelaide St W / Brant St,348
Baro,485 King St W,8.2,Adelaide St W / Brant St,151
BarChef,472 Queen St W,8.6,Adelaide St W / Brant St,301
The Keg,560 King St W,8.2,Adelaide St W / Brant St,223
Sunny Joes,250 Sorauren Ave,8.1,Wright Ave / Sorauren St (Sorauren Park),112
Pizzeria Defina,321 Roncesvalles Ave,9.1,Wright Ave / Sorauren St (Sorauren Park),615
Cafe Polonez,195 Roncesvalles Ave,8.3,Wright Ave / Sorauren St (Sorauren Park),495
Cafe Polonez,195 Roncesvalles Ave,8.3,Wright Ave / Sorauren St (Sorauren Park),495
Ed's Real Scoop,189 Roncesvalles Ave,8.0,Wright Ave / Sorauren St (Sorauren Park),499
Linh Restaurant,1156 College St,8.9,Wright Ave / Sorauren St (Sorauren Park),935
Loga's Corner,216C Close Ave,8.6,Wright Ave / Sorauren St (Sorauren Park),882
Loga's Corner,216C Close Ave,8.6,Wright Ave / Sorauren St (Sorauren Park),882
Loga's Corner,216C Close Ave,8.6,Wright Ave / Sorauren St (Sorauren Park),882
Amico's Pizza,1648 Queen St W,8.3,Wright Ave / Sorauren St (Sorauren Park),810
Bandit Brewery,2125 Dundas St W,8.4,Wright Ave / Sorauren St (Sorauren Park),856
Henderson Brewing Co,128A Sterling Rd,8.3,Wright Ave / Sorauren St (Sorauren Park),824
Sushi Master,99 South Kingsway,0.0,Ellis Ave / The Queensway,945
Hannah's Cafe and Bistro,1822 Bloor St W,8.0,High Park - Grenadier Cafe,983
Mackenzies High Park,1982 Bloor St W,6.7,High Park - Grenadier Cafe,848
Pizza Hut,2100 Bloor St W,6.5,High Park - Grenadier Cafe,887
Timothy's World Coffee,2190 Bloor St W,6.5,High Park - Grenadier Cafe,993
Souvlaki Hut,2184 Bloor St W,6.4,High Park - Grenadier Cafe,969
Souvlaki Hut,2184 Bloor St W,6.4,High Park - Grenadier Cafe,969
Tim Hortons,2150 Bloor St W,6.3,High Park - Grenadier Cafe,946
Aztec's Mine,1986 Bloor St W,6.0,High Park - Grenadier Cafe,846
High Park Deli Express,1960 Bloor St W,0.0,High Park - Grenadier Cafe,852
Mana Pool - Board Game Bistro,2100 Bloor St W,0.0,High Park - Grenadier Cafe,870
Gem Bar & Grill,1159 Davenport Rd,8.6,Winona Dr / Davenport Rd,124
Gem Bar & Grill,1159 Davenport Rd,8.6,Winona Dr / Davenport Rd,124
Futura Granita + Gelato,964 St Clair Ave W,9.2,Winona Dr / Davenport Rd,669
Bar Ape,283 Rushton Rd,9.1,Winona Dr / Davenport Rd,769
CocoaLatte,671 Saint Clair Ave W,8.6,Winona Dr / Davenport Rd,872
Parallel,217 Geary Ave,8.4,Winona Dr / Davenport Rd,895
Desotos,1079 Saint Clair Ave W,8.3,Winona Dr / Davenport Rd,847
Actinolite Restaurant,971 Ossington Ave,7.8,Winona Dr / Davenport Rd,808
The Sovereign,1359 Davenport Rd,7.7,Winona Dr / Davenport Rd,812
Rendez-Vous,1408 Danforth Ave,8.8,Danforth Ave / Aldridge Ave,899
Rendez-Vous,1408 Danforth Ave,8.8,Danforth Ave / Aldridge Ave,899
Rendez-Vous,1408 Danforth Ave,8.8,Danforth Ave / Aldridge Ave,899
The Wren,1382 Danforth Ave,8.8,Danforth Ave / Aldridge Ave,944
Budapest Restaurant,1959 Gerrard St E,8.2,Danforth Ave / Aldridge Ave,682
Red Rocket Coffee,1364 Danforth Ave,8.6,Danforth Ave / Aldridge Ave,982
Thai Room,2063 Danforth Ave,7.0,Danforth Ave / Aldridge Ave,300
City Betty,1352 Danforth Ave,7.6,Danforth Ave / Aldridge Ave,996
Patisserie la Cigogne,1419 Danforth Ave,7.4,Danforth Ave / Aldridge Ave,860
Sauce Danthforth,1376 Danforth Ave,7.4,Danforth Ave / Aldridge Ave,951
Storm Crow Manor,580 Church St,8.8,Dundonald St / Church St,25
Church Street Espresso,585 Church St,8.1,Dundonald St / Church St,187
Churchmouse & Firkin,475 Church St,8.2,Dundonald St / Church St,238
Piedmont Coffee Bar,66 Isabella St,8.1,Dundonald St / Church St,202
Woody's,467 Church St,8.1,Dundonald St / Church St,264
Black Eagle,457 Church St,8.1,Dundonald St / Church St,303
Rooster Coffee House,568 Jarvis St,8.2,Dundonald St / Church St,360
Sabai Sabai Kitchen and Bar,81 Bloor St E,8.6,Dundonald St / Church St,522
Sabai Sabai Kitchen and Bar,81 Bloor St E,8.6,Dundonald St / Church St,522
The Feathers Pub,962 Kingston Rd,8.9,Gerrard St E / Malvern Ave - SMART,783
The Beech Tree,924 Kingston Rd,8.6,Gerrard St E / Malvern Ave - SMART,708
Cool Runnings Restaurant,146 Main St,7.6,Gerrard St E / Malvern Ave - SMART,463
Duckworth's Fish & Chips,2638 Danforth Ave,7.6,Gerrard St E / Malvern Ave - SMART,563
Grinder Coffee,126 Main St,7.0,Gerrard St E / Malvern Ave - SMART,474
No Bull Burgers,1019 Kingston Rd,7.2,Gerrard St E / Malvern Ave - SMART,926
Tim Hortons,2480 Gerrard St E,7.0,Gerrard St E / Malvern Ave - SMART,737
Sultan Shawarma & Falafel,2558 Danforth Ave,6.6,Gerrard St E / Malvern Ave - SMART,650
Sultan Shawarma & Falafel,2558 Danforth Ave,6.6,Gerrard St E / Malvern Ave - SMART,650
Sultan Shawarma & Falafel,2558 Danforth Ave,6.6,Gerrard St E / Malvern Ave - SMART,650
Tim Hortons,637 Kingston Rd,6.4,Gerrard St E / Malvern Ave - SMART,771
Touti Gelati and Cafe,550 Queens Quay W,8.1,Bathurst St/Queens Quay(Billy Bishop Airport),207
Le Select Bistro,432 Wellington St W,8.9,Bathurst St/Queens Quay(Billy Bishop Airport),920
Roywoods,121 Fort York Blvd,7.8,Bathurst St/Queens Quay(Billy Bishop Airport),401
Roywoods,121 Fort York Blvd,7.8,Bathurst St/Queens Quay(Billy Bishop Airport),401
Forno Cultura,609 King St W,9.0,Bathurst St/Queens Quay(Billy Bishop Airport),998
Tim Hortons,2 Bruyeres Mews,7.6,Bathurst St/Queens Quay(Billy Bishop Airport),272
Mira Restaurant,420A Wellington St W,8.7,Bathurst St/Queens Quay(Billy Bishop Airport),992
Parisco Cafe,215 Fort York Blvd,7.8,Bathurst St/Queens Quay(Billy Bishop Airport),491
WVRST,609 King St W,8.5,Bathurst St/Queens Quay(Billy Bishop Airport),990
Thor Espresso Bar,35 Bathurst St,8.0,Bathurst St/Queens Quay(Billy Bishop Airport),775
Boxcar Social,235 Queens Quay W,8.6,Queens Quay W / Lower Simcoe St,166
Steam Whistle Brewing,255 Bremner Blvd,9.0,Queens Quay W / Lower Simcoe St,368
BeaverTails,145 Queen's Quay W,8.5,Queens Quay W / Lower Simcoe St,294
Amsterdam BrewHouse,245 Queens Quay W S,8.2,Queens Quay W / Lower Simcoe St,177
SOCO Kitchen + Bar,75 Lower Simcoe St,8.5,Queens Quay W / Lower Simcoe St,387
Miku,10 Bay St,8.8,Queens Quay W / Lower Simcoe St,538
Pearl Harbourfront Restaurant,207 Queen's Quay W,8.1,Queens Quay W / Lower Simcoe St,286
E11Even,15 York St,8.2,Queens Quay W / Lower Simcoe St,372
E11Even,15 York St,8.2,Queens Quay W / Lower Simcoe St,372
The Rec Room,255 Bremner Blvd,8.0,Queens Quay W / Lower Simcoe St,302
Steam Whistle Brewing,255 Bremner Blvd,9.0,Bremner Blvd / Rees St,37
360 Restaurant,301 Front St W,8.2,Bremner Blvd / Rees St,114
The Rec Room,255 Bremner Blvd,8.0,Bremner Blvd / Rees St,46
Steam Whistle Biergärten,255 Bremner Blvd,7.8,Bremner Blvd / Rees St,119
Byblos,11 Duncan St,9.0,Bremner Blvd / Rees St,689
Pai,18 Duncan St,9.1,Bremner Blvd / Rees St,725
Amsterdam BrewHouse,245 Queens Quay W S,8.2,Bremner Blvd / Rees St,409
Scaddabush,200 Front St W,8.1,Bremner Blvd / Rees St,373
Pennies,127 Strachan Ave,8.1,King St W / Crawford St - SMART,178
Oyster Boy,872 Queen St W,8.6,King St W / Crawford St - SMART,382
Loaded Pierogi,839 Queen St W,8.9,King St W / Crawford St - SMART,521
Simit & Chai Co,787 King St W,8.9,King St W / Crawford St - SMART,538
Sud Forno,716 Queen St W,9.1,King St W / Crawford St - SMART,593
Ono Poke Bar,100 Western Battery Rd,8.3,King St W / Crawford St - SMART,377
Ono Poke Bar,100 Western Battery Rd,8.3,King St W / Crawford St - SMART,377
Ono Poke Bar,100 Western Battery Rd,8.3,King St W / Crawford St - SMART,377
White Squirrel Coffee Shop,907 Queen St W,8.4,King St W / Crawford St - SMART,414
Terroni,720 Queen St W,8.8,King St W / Crawford St - SMART,582
Photien Thanh Vietnamese Restaurant,57 Ossington Ave,9.0,King St W / Crawford St - SMART,643
Cafe Neon,1024 Queen St W,8.7,King St W / Crawford St - SMART,587
Kyoto Katsugyu,134 Dundas St E,9.1,Yonge St / Dundas Sq,346
Hokkaido Ramen Santouka,91 Dundas St E,8.5,Yonge St / Dundas Sq,222
Salad King,340 Yonge St,8.4,Yonge St / Dundas Sq,233
Salad King,340 Yonge St,8.4,Yonge St / Dundas Sq,233
JOEY Eaton Centre,1 Dundas St W,8.1,Yonge St / Dundas Sq,139
Banh Mi Boys,399 Yonge St,8.7,Yonge St / Dundas Sq,416
Banh Mi Boys,399 Yonge St,8.7,Yonge St / Dundas Sq,416
Banh Mi Boys,399 Yonge St,8.7,Yonge St / Dundas Sq,416
Jack Astor's,10 Dundas St E,7.8,Yonge St / Dundas Sq,29
Jack Astor's,10 Dundas St E,7.8,Yonge St / Dundas Sq,29
The 3 Brewers,275 Yonge St,7.8,Yonge St / Dundas Sq,36
Balzacs Coffee,122 Bond St,8.1,Yonge St / Dundas Sq,245
Gyubee Japanese Grill,157 Dundas St W,8.4,Yonge St / Dundas Sq,384
Futura Granita + Gelato,964 St Clair Ave W,9.2,St Clair Ave W / Winona Ave - SMART,317
Pukka,778 Saint Clair Ave W,8.7,St Clair Ave W / Winona Ave - SMART,275
Bar Ape,283 Rushton Rd,9.1,St Clair Ave W / Winona Ave - SMART,399
CocoaLatte,671 Saint Clair Ave W,8.6,St Clair Ave W / Winona Ave - SMART,609
Gem Bar & Grill,1159 Davenport Rd,8.6,St Clair Ave W / Winona Ave - SMART,655
Gem Bar & Grill,1159 Davenport Rd,8.6,St Clair Ave W / Winona Ave - SMART,655
Desotos,1079 Saint Clair Ave W,8.3,St Clair Ave W / Winona Ave - SMART,610
Krave Coffee,781 St Clair Ave W,7.5,St Clair Ave W / Winona Ave - SMART,251
Pizza e Pazzi,1182 Saint Clair Ave W,8.1,St Clair Ave W / Winona Ave - SMART,947
Tenoch,933 Saint Clair Ave W,7.2,St Clair Ave W / Winona Ave - SMART,235
Honest Weight,2766 Dundas St W,9.3,Dundas St W / Watkinson Ave - SMART,133
Mattachioni,1617 Dupont St,9.2,Dundas St W / Watkinson Ave - SMART,402
TuckShop Kitchen,1640 Dupont St,8.8,Dundas St W / Watkinson Ave - SMART,345
Baguette & Co,1643 Dupont St,8.2,Dundas St W / Watkinson Ave - SMART,333
The Hole in the Wall,2867A Dundas St W,8.4,Dundas St W / Watkinson Ave - SMART,422
Playa Cabana Cantina,2883 Dundas St W,8.0,Dundas St W / Watkinson Ave - SMART,457
Playa Cabana Cantina,2883 Dundas St W,8.0,Dundas St W / Watkinson Ave - SMART,457
Playa Cabana Cantina,2883 Dundas St W,8.0,Dundas St W / Watkinson Ave - SMART,457
The Good Neighbour,238 Annette St,8.7,Dundas St W / Watkinson Ave - SMART,923
Isaan Der,2961 Dundas St W,8.1,Dundas St W / Watkinson Ave - SMART,659
Tokyo Sushi House,33 Saint Joseph St,8.1,Bay St / Wellesley St W,199
Nando's Peri-Peri,832 Bay St,8.3,Bay St / Wellesley St W,268
Storm Crow Manor,580 Church St,8.8,Bay St / Wellesley St W,537
Coffee Island,925 Bay St,7.6,Bay St / Wellesley St W,22
Banh Mi Boys,399 Yonge St,8.7,Bay St / Wellesley St W,674
Banh Mi Boys,399 Yonge St,8.7,Bay St / Wellesley St W,674
Banh Mi Boys,399 Yonge St,8.7,Bay St / Wellesley St W,674
Eataly,55 Bloor St W,8.5,Bay St / Wellesley St W,642
Churchmouse & Firkin,475 Church St,8.2,Bay St / Wellesley St W,541
Sabai Sabai Kitchen and Bar,81 Bloor St E,8.6,Bay St / Wellesley St W,750
Sabai Sabai Kitchen and Bar,81 Bloor St E,8.6,Bay St / Wellesley St W,750
The Good Neighbour,238 Annette St,8.7,Humberside Grounds - SMART,387
Annette Food Market,240 Annette St,8.4,Humberside Grounds - SMART,374
Honest Weight,2766 Dundas St W,9.3,Humberside Grounds - SMART,979
Icecream Junction,3103 Dundas St W,8.5,Humberside Grounds - SMART,748
The Hole in the Wall,2867A Dundas St W,8.4,Humberside Grounds - SMART,784
Isaan Der,2961 Dundas St W,8.1,Humberside Grounds - SMART,699
Hannah's Cafe and Bistro,1822 Bloor St W,8.0,Humberside Grounds - SMART,805
Playa Cabana Cantina,2883 Dundas St W,8.0,Humberside Grounds - SMART,769
Playa Cabana Cantina,2883 Dundas St W,8.0,Humberside Grounds - SMART,769
Playa Cabana Cantina,2883 Dundas St W,8.0,Humberside Grounds - SMART,769
Rooster Coffee House,568 Jarvis St,8.2,Bloor St E / Huntley St,216
Sabai Sabai Kitchen and Bar,81 Bloor St E,8.6,Bloor St E / Huntley St,467
Sabai Sabai Kitchen and Bar,81 Bloor St E,8.6,Bloor St E / Huntley St,467
Storm Crow Manor,580 Church St,8.8,Bloor St E / Huntley St,556
Church Street Espresso,585 Church St,8.1,Bloor St E / Huntley St,420
Piedmont Coffee Bar,66 Isabella St,8.1,Bloor St E / Huntley St,450
Mr Jerk,209 Wellesley St E,8.4,Bloor St E / Huntley St,659
Mr Jerk,209 Wellesley St E,8.4,Bloor St E / Huntley St,659
Mr Jerk,209 Wellesley St E,8.4,Bloor St E / Huntley St,659
The Alley,5 St Joseph St,8.6,Bloor St E / Huntley St,808
Red Cranberries Restaurant,601 Parliament St,8.7,Bloor St E / Huntley St,885
Canoe Restaurant & Bar,66 Wellington St W,9.0,Wellington St W / York St,157
Tim Hortons,55 York St,8.4,Wellington St W / York St,78
Sam James Coffee Bar,150 King St W,8.4,Wellington St W / York St,165
Pizzeria Libretto,155 University Ave,8.6,Wellington St W / York St,245
Cafe Landwer,165 University Ave,8.7,Wellington St W / York St,293
Chotto Matte,161 Bay St,8.7,Wellington St W / York St,341
Soho House,192 Adelaide St W,8.7,Wellington St W / York St,360
Pai,18 Duncan St,9.1,Wellington St W / York St,466
Cactus Club Cafe,77 Adelaide St W,8.5,Wellington St W / York St,331
Famoso Neapolitan Pizzeria - Annex,386 Bloor St W,8.0,Dalton Rd / Bloor St W,12
Insomnia Restaurant and Lounge,563 Bloor St W,8.7,Dalton Rd / Bloor St W,368
Insomnia Restaurant and Lounge,563 Bloor St W,8.7,Dalton Rd / Bloor St W,368
Insomnia Restaurant and Lounge,563 Bloor St W,8.7,Dalton Rd / Bloor St W,368
Rasa,196 Robert St,8.9,Dalton Rd / Bloor St W,447
Victory Cafe,440 Bloor St W,8.1,Dalton Rd / Bloor St W,172
Crafty Coyote,511 Bloor St W,8.0,Dalton Rd / Bloor St W,177
Yasu,81 Harbord St,8.7,Dalton Rd / Bloor St W,472
Yasu,81 Harbord St,8.7,Dalton Rd / Bloor St W,472
Her Father's Cider Bar + Kitchen,119 Harbord St,8.6,Dalton Rd / Bloor St W,454
Rustle & Still Café,605 Bloor St W,8.7,Dalton Rd / Bloor St W,547
Kinka Izakaya Bloor,559 Bloor St W,8.0,Dalton Rd / Bloor St W,348
Kinka Izakaya Bloor,559 Bloor St W,8.0,Dalton Rd / Bloor St W,348
Bar Ape,283 Rushton Rd,9.1,Davenport Rd / Christie St,766
Gem Bar & Grill,1159 Davenport Rd,8.6,Davenport Rd / Christie St,652
Gem Bar & Grill,1159 Davenport Rd,8.6,Davenport Rd / Christie St,652
Pukka,778 Saint Clair Ave W,8.7,Davenport Rd / Christie St,770
CocoaLatte,671 Saint Clair Ave W,8.6,Davenport Rd / Christie St,728
Vesta Lunch,474 Dupont St,8.3,Davenport Rd / Christie St,805
Craque de Creme,1360 Bathurst St,8.1,Davenport Rd / Christie St,751
Fat Pasha,414 Dupont St,8.3,Davenport Rd / Christie St,988
Fat Pasha,414 Dupont St,8.3,Davenport Rd / Christie St,988
Fat Pasha,414 Dupont St,8.3,Davenport Rd / Christie St,988
Gordo Ex Cafe,1048 Bathurst St,8.1,Davenport Rd / Christie St,896
Gordo Ex Cafe,1048 Bathurst St,8.1,Davenport Rd / Christie St,896
Gordo Ex Cafe,1048 Bathurst St,8.1,Davenport Rd / Christie St,896
Beer Bistro,18 King St E,8.9,King St / Jordan St - SMART,124
Dineen Coffee Co,140 Yonge St,8.9,King St / Jordan St - SMART,174
Canoe Restaurant & Bar,66 Wellington St W,9.0,King St / Jordan St - SMART,271
CRAFT Beer Market Toronto,1 Adelaide St E,8.3,King St / Jordan St - SMART,131
Chotto Matte,161 Bay St,8.7,King St / Jordan St - SMART,273
Cactus Club Cafe,77 Adelaide St W,8.5,King St / Jordan St - SMART,254
Terroni,57A Adelaide St E,8.6,King St / Jordan St - SMART,329
The Keg Steakhouse + Bar,26 the Esplanade,8.5,King St / Jordan St - SMART,395
King Taps,100 King St W,8.1,King St / Jordan St - SMART,280
The Poke Box,36 Toronto St,8.1,King St / Jordan St - SMART,252
The Poke Box,36 Toronto St,8.1,King St / Jordan St - SMART,252
Neo Coffee Bar,161 Frederick St,9.0,George St / King St E,119
Le Petit Dejeuner,191 King St E,8.0,George St / King St E,25
Le Petit Dejeuner,191 King St E,8.0,George St / King St E,25
Gyu-Kaku BBQ,81 Church St,8.8,George St / King St E,346
Sukho Thai,52 Wellington St E,8.7,George St / King St E,413
Terroni,57A Adelaide St E,8.6,George St / King St E,394
Beer Bistro,18 King St E,8.9,George St / King St E,552
Dineen Coffee Co,140 Yonge St,8.9,George St / King St E,650
Balzacs Coffee Ltd,10 Market St,8.0,George St / King St E,291
Charmaine Sweets,115 Vanderhoof Ave,8.4,E.T. Seton Park (Eglinton Ave E / Leslie St),677
Tim Hortons,20 Brentcliffe Rd,0.0,E.T. Seton Park (Eglinton Ave E / Leslie St),791
MrBeast Burger,96 Vanderhoof Ave,0.0,E.T. Seton Park (Eglinton Ave E / Leslie St),967
Bud's Coffee Bar,1966 1/2 Queen St E,8.4,Woodbine Ave / Lake Shore Blvd E,431
Brett's Ice Cream,1698 Queen St W,7.7,Woodbine Ave / Lake Shore Blvd E,675
Zane Patisserie,1852 Queen St E,7.2,Woodbine Ave / Lake Shore Blvd E,402
Green Eggplant Mediterranean Grill,2022 Queen St E,7.4,Woodbine Ave / Lake Shore Blvd E,727
O Sushi,6 Coxwell Ave,7.4,Woodbine Ave / Lake Shore Blvd E,963
Casa Di Giorgios,1646 Queen St E,7.3,Woodbine Ave / Lake Shore Blvd E,850
Casa Di Giorgios,1646 Queen St E,7.3,Woodbine Ave / Lake Shore Blvd E,850
Castro's Lounge,2116 E Queen St E,7.0,Woodbine Ave / Lake Shore Blvd E,981
Murphy's Law Irish Pub Inc,1702 Queen St E,6.8,Woodbine Ave / Lake Shore Blvd E,665
Le Select Bistro,432 Wellington St W,8.9,King St W / Charlotte St,299
Pai,18 Duncan St,9.1,King St W / Charlotte St,507
RaviSoups,322 Adelaide St W,8.3,King St W / Charlotte St,264
RaviSoups,322 Adelaide St W,8.3,King St W / Charlotte St,264
Byblos,11 Duncan St,9.0,King St W / Charlotte St,504
Kost,80 Blue Jays Way,8.0,King St W / Charlotte St,128
Baro,485 King St W,8.2,King St W / Charlotte St,262
Gusto 101,101 Portland St,8.8,King St W / Charlotte St,509
Forno Cultura,609 King St W,9.0,King St W / Charlotte St,559
Drom Taberna,458 Queen St W,8.8,King St W / Charlotte St,538
Neo Coffee Bar,161 Frederick St,9.0,Jarvis St / Richmond St E,356
Terroni,57A Adelaide St E,8.6,Jarvis St / Richmond St E,314
Kyoto Katsugyu,134 Dundas St E,9.1,Jarvis St / Richmond St E,523
Beer Bistro,18 King St E,8.9,Jarvis St / Richmond St E,525
Dineen Coffee Co,140 Yonge St,8.9,Jarvis St / Richmond St E,554
Sukho Thai,52 Wellington St E,8.7,Jarvis St / Richmond St E,500
Versus Coffee,70 Adelaide St E,8.0,Jarvis St / Richmond St E,271
Page One Cafe,106 Mutual St,8.8,Jarvis St / Richmond St E,619
La Bettola Di Terroni,106 Victoria St,8.3,Jarvis St / Richmond St E,444
Mattachioni,1617 Dupont St,9.2,Symington Ave / Dupont St - SMART,300
Piri-Piri,1444 Dupont St,8.2,Symington Ave / Dupont St - SMART,138
TuckShop Kitchen,1640 Dupont St,8.8,Symington Ave / Dupont St - SMART,354
Baguette & Co,1643 Dupont St,8.2,Symington Ave / Dupont St - SMART,372
Honest Weight,2766 Dundas St W,9.3,Symington Ave / Dupont St - SMART,809
Halo Brewery,247 Wallace Ave,8.3,Symington Ave / Dupont St - SMART,552
Propeller Coffee Co,50 Wade Ave,8.6,Symington Ave / Dupont St - SMART,836
Neo Coffee Bar,161 Frederick St,9.0,King St E / Jarvis St,247
Sukho Thai,52 Wellington St E,8.7,King St E / Jarvis St,273
Terroni,57A Adelaide St E,8.6,King St E / Jarvis St,274
Beer Bistro,18 King St E,8.9,King St E / Jarvis St,410
Dineen Coffee Co,140 Yonge St,8.9,King St E / Jarvis St,521
Balzacs Coffee Ltd,10 Market St,8.0,King St E / Jarvis St,211
The Keg Steakhouse + Bar,26 the Esplanade,8.5,King St E / Jarvis St,448
Eataly,55 Bloor St W,8.5,1199 Bay St,49
Trattoria Nervosa,75 Yorkville Ave,8.7,1199 Bay St,235
Planta,1221 Bay St,8.2,1199 Bay St,91
Summer's Sweet Memories Inc,101 Yorkville Ave,8.6,1199 Bay St,301
Sabai Sabai Kitchen and Bar,81 Bloor St E,8.6,1199 Bay St,370
